SMILES,pKa,Dissociable_Atoms,Functional_Group,Name
C[C@H](N)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,8.14,22:2:5,carboxylic_acid:amine_primary:amine_secondary,L-Alanylglycylglycyl-L-histidine
C[C@H](N)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,6.89,22:2:5,carboxylic_acid:amine_primary:amine_secondary,L-Alanylglycylglycyl-L-histidine
C[C@H](N)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,2.62,22:2:5,carboxylic_acid:amine_primary:amine_secondary,L-Alanylglycylglycyl-L-histidine
C[C@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CN)C(O)=O,7.87,22:20:2,carboxylic_acid:amine_primary:amine_secondary,Glycylglycyl-L-histidyl-L-alanine
C[C@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CN)C(O)=O,6.63,22:20:2,carboxylic_acid:amine_primary:amine_secondary,Glycylglycyl-L-histidyl-L-alanine
C[C@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CN)C(O)=O,3.04,22:20:2,carboxylic_acid:amine_primary:amine_secondary,Glycylglycyl-L-histidyl-L-alanine
NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,8.0,27:0:4:9,carboxylic_acid:amine_primary:amine_secondary:amine_secondary,Glycyl-L-histidylglycyl-L-histidine
NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,6.95,27:0:4:9,carboxylic_acid:amine_primary:amine_secondary:amine_secondary,Glycyl-L-histidylglycyl-L-histidine
NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,6.0,27:0:4:9,carboxylic_acid:amine_primary:amine_secondary:amine_secondary,Glycyl-L-histidylglycyl-L-histidine
NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,2.57,27:0:4:9,carboxylic_acid:amine_primary:amine_secondary:amine_secondary,Glycyl-L-histidylglycyl-L-histidine
C[C@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,7.19,29:2,carboxylic_acid:amine_secondary,N-(2-Methyl-2-propyloxycarbonyl)-L-alanylglycylglycyl-L-histidine
C[C@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,2.83,29:2,carboxylic_acid:amine_secondary,N-(2-Methyl-2-propyloxycarbonyl)-L-alanylglycylglycyl-L-histidine
COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CNC(=O)[C@H](C)N,8.05,24:8,amine_primary:amine_secondary,L-Alanylglycylglycyl-L-histidine methylester
COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CNC(=O)[C@H](C)N,6.62,24:8,amine_primary:amine_secondary,L-Alanylglycylglycyl-L-histidine methylester
C[C@H](N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,8.16,25:2:5,carboxylic_acid:amine_primary:amine_secondary,L-Alanylglycyl-L-prolyl-L-histidine
C[C@H](N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,6.8,25:2:5,carboxylic_acid:amine_primary:amine_secondary,L-Alanylglycyl-L-prolyl-L-histidine
C[C@H](N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,2.63,25:2:5,carboxylic_acid:amine_primary:amine_secondary,L-Alanylglycyl-L-prolyl-L-histidine
NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,7.85,19:0,carboxylic_acid:amine_primary,Glycylglycylglycylglycylglycine (Pentaglycine)
NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,7.86,19:0,carboxylic_acid:amine_primary,Glycylglycylglycylglycylglycine (Pentaglycine)
NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,3.27,19:0,carboxylic_acid:amine_primary,Glycylglycylglycylglycylglycine (Pentaglycine)
NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,3.05,19:0,carboxylic_acid:amine_primary,Glycylglycylglycylglycylglycine (Pentaglycine)
C[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN)C(O)=O,7.86,20:18,carboxylic_acid:amine_primary,Glycylglycylglycylglycyl-L-alanine
C[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN)C(O)=O,3.37,20:18,carboxylic_acid:amine_primary,Glycylglycylglycylglycyl-L-alanine
C[C@H](N)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,7.86,20:2,carboxylic_acid:amine_primary,L-Alanylglycylglycylglycylglycine
C[C@H](N)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,3.38,20:2,carboxylic_acid:amine_primary,L-Alanylglycylglycylglycylglycine
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,8.36,25:0,carboxylic_acid:amine_primary,Glycyl-L-prolylglycyl-L-prolylglycine
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,3.31,25:0,carboxylic_acid:amine_primary,Glycyl-L-prolylglycyl-L-prolylglycine
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(O)=O)C(O)=O,8.53,27:30:0,carboxylic_acid:carboxylic_acid:amine_primary,Glycyl-L-prolylglycyl-L-prolylglutamic acid
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(O)=O)C(O)=O,4.4,27:30:0,carboxylic_acid:carboxylic_acid:amine_primary,Glycyl-L-prolylglycyl-L-prolylglutamic acid
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(O)=O)C(O)=O,2.46,27:30:0,carboxylic_acid:carboxylic_acid:amine_primary,Glycyl-L-prolylglycyl-L-prolylglutamic acid
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,8.29,30:0,carboxylic_acid:amine_primary,Glycyl-L-prolylglycyl-L-prolyl-L-glutamine
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,3.22,30:0,carboxylic_acid:amine_primary,Glycyl-L-prolylglycyl-L-prolyl-L-glutamine
N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,7.47,32:0,carboxylic_acid:amine_primary,L-Arginyl-L-prolylglycyl-L-prolylglycine
N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,3.39,32:0,carboxylic_acid:amine_primary,L-Arginyl-L-prolylglycyl-L-prolylglycine
NCC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,8.3,25:0,carboxylic_acid:amine_primary,Glycyl-L-prolyl-L-prolylglycylglycine
NCC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,3.28,25:0,carboxylic_acid:amine_primary,Glycyl-L-prolyl-L-prolylglycylglycine
N[C@@H](CCC(O)=O)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,7.97,5:30:0,carboxylic_acid:carboxylic_acid:amine_primary,L-Glutamyl-L-prolyl-L-prolylglycylglycine
N[C@@H](CCC(O)=O)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,4.2,5:30:0,carboxylic_acid:carboxylic_acid:amine_primary,L-Glutamyl-L-prolyl-L-prolylglycylglycine
N[C@@H](CCC(O)=O)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,3.09,5:30:0,carboxylic_acid:carboxylic_acid:amine_primary,L-Glutamyl-L-prolyl-L-prolylglycylglycine
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(=O)N2CCC[C@H]2C(=O)NCC(O)=O,10.24,30:0:17,carboxylic_acid:amine_primary:amine_primary,Glycyl-L-prolyl-L-lysyl-L-prolylglycine
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(=O)N2CCC[C@H]2C(=O)NCC(O)=O,8.12,30:0:17,carboxylic_acid:amine_primary:amine_primary,Glycyl-L-prolyl-L-lysyl-L-prolylglycine
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(=O)N2CCC[C@H]2C(=O)NCC(O)=O,3.41,30:0:17,carboxylic_acid:amine_primary:amine_primary,Glycyl-L-prolyl-L-lysyl-L-prolylglycine
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,9.85,42:0:17,carboxylic_acid:amine_primary:amine_primary,L-Arginyl-L-prolyl-L-lysyl-L-prolyl-L-glutamine
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,7.27,42:0:17,carboxylic_acid:amine_primary:amine_primary,L-Arginyl-L-prolyl-L-lysyl-L-prolyl-L-glutamine
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,4.0,42:0:17,carboxylic_acid:amine_primary:amine_primary,L-Arginyl-L-prolyl-L-lysyl-L-prolyl-L-glutamine
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N4CCC[C@H]4C(=O)NCC(O)=O,9.81,40:0:19,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosyl-L-prolyl-L-phenylalanyl-L-prolylglycine
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N4CCC[C@H]4C(=O)NCC(O)=O,7.42,40:0:19,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosyl-L-prolyl-L-phenylalanyl-L-prolylglycine
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N4CCC[C@H]4C(=O)NCC(O)=O,3.36,40:0:19,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosyl-L-prolyl-L-phenylalanyl-L-prolylglycine
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccc(O)cc2)C(O)=O,9.59,38:28:5,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosylglycylglycyl-L-phenylalanyl-L-leucine (Leucine enkephalin)
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccc(O)cc2)C(O)=O,7.77,38:28:5,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosylglycylglycyl-L-phenylalanyl-L-leucine (Leucine enkephalin)
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccc(O)cc2)C(O)=O,3.52,38:28:5,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosylglycylglycyl-L-phenylalanyl-L-leucine (Leucine enkephalin)
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(O)=O,9.82,38:28:5,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosylglycylglycyl-L-phenylalanyl-L-methionine (Methionine enkephalin)
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(O)=O,7.44,38:28:5,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosylglycylglycyl-L-phenylalanyl-L-methionine (Methionine enkephalin)
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(O)=O,3.46,38:28:5,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosylglycylglycyl-L-phenylalanyl-L-methionine (Methionine enkephalin)
CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(O)=O,7.74,26:33:9,carboxylic_acid:carboxylic_acid:amine_primary,L-Valyl-L-leucyl-L-seryl-L-glutamylglycine
CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(O)=O,4.49,26:33:9,carboxylic_acid:carboxylic_acid:amine_primary,L-Valyl-L-leucyl-L-seryl-L-glutamylglycine
CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(O)=O,3.28,26:33:9,carboxylic_acid:carboxylic_acid:amine_primary,L-Valyl-L-leucyl-L-seryl-L-glutamylglycine
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,10.24,28:2:11,carboxylic_acid:amine_primary:amine_primary,L-Alanyl-L-lysyl-L-alanyl-L-alanyl-L-alanine
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,7.64,28:2:11,carboxylic_acid:amine_primary:amine_primary,L-Alanyl-L-lysyl-L-alanyl-L-alanyl-L-alanine
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,3.42,28:2:11,carboxylic_acid:amine_primary:amine_primary,L-Alanyl-L-lysyl-L-alanyl-L-alanyl-L-alanine
C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,10.18,28:2:11,carboxylic_acid:amine_primary:amine_primary,L-Alanyl-D-lysyl-L-alanyl-L-alanyl-L-alanine
C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,7.74,28:2:11,carboxylic_acid:amine_primary:amine_primary,L-Alanyl-D-lysyl-L-alanyl-L-alanyl-L-alanine
C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,3.19,28:2:11,carboxylic_acid:amine_primary:amine_primary,L-Alanyl-D-lysyl-L-alanyl-L-alanyl-L-alanine
NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)NCC(O)=O,7.42,25:0:4,carboxylic_acid:amine_primary:amine_secondary,Glycylglycyl-L-histidylglycylglycine
NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)NCC(O)=O,6.03,25:0:4,carboxylic_acid:amine_primary:amine_secondary,Glycylglycyl-L-histidylglycylglycine
NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)NCC(O)=O,3.14,25:0:4,carboxylic_acid:amine_primary:amine_secondary,Glycylglycyl-L-histidylglycylglycine
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,10.38,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,L-Arginyl-L-lysyl-L-aspartyl-L-valyl-L-tyrosine
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,9.75,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,L-Arginyl-L-lysyl-L-aspartyl-L-valyl-L-tyrosine
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,7.2,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,L-Arginyl-L-lysyl-L-aspartyl-L-valyl-L-tyrosine
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,3.25,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,L-Arginyl-L-lysyl-L-aspartyl-L-valyl-L-tyrosine
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,1.9,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,L-Arginyl-L-lysyl-L-aspartyl-L-valyl-L-tyrosine
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,9.81,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)"
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,9.16,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)"
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,9.35,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)"
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,8.85,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)"
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,8.54,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)"
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,8.59,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)"
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,3.83,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)"
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,3.98,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)"
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,3.16,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)"
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,3.16,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)"
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,2.35,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)"
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,2.64,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)"
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,1.5,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)"
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,1.8,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)"
NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,8.17,37:0,carboxylic_acid:amine_primary,Glycylglycyl-L-prolylglycylglycylglycyl-L-prolylglycine
NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,3.11,37:0,carboxylic_acid:amine_primary,Glycylglycyl-L-prolylglycylglycylglycyl-L-prolylglycine
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CN)C(O)=O,10.48,47:0:29:45,carboxylic_acid:amine_primary:amine_primary:amine_primary,Glycylglycyl-L-prolyl-L-lysylglycylglycyl-L-prolyl-L-lysine
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CN)C(O)=O,10.12,47:0:29:45,carboxylic_acid:amine_primary:amine_primary:amine_primary,Glycylglycyl-L-prolyl-L-lysylglycylglycyl-L-prolyl-L-lysine
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CN)C(O)=O,7.98,47:0:29:45,carboxylic_acid:amine_primary:amine_primary:amine_primary,Glycylglycyl-L-prolyl-L-lysylglycylglycyl-L-prolyl-L-lysine
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CN)C(O)=O,3.12,47:0:29:45,carboxylic_acid:amine_primary:amine_primary:amine_primary,Glycylglycyl-L-prolyl-L-lysylglycylglycyl-L-prolyl-L-lysine
CC(C)CC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,8.4,22:35:53:73:106:60,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary,L-Alanyl-L-aspartyl-L-serylglycyl-L-glutamylglycyl-L-aspartyl-L-phenylalanyl-L-leucyl-L-alanyl-L-glutamylglycylglycylglycyl-L-valyl-L-arginine (fibrinopeptide A)
CC(C)CC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,5.03,22:35:53:73:106:60,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary,L-Alanyl-L-aspartyl-L-serylglycyl-L-glutamylglycyl-L-aspartyl-L-phenylalanyl-L-leucyl-L-alanyl-L-glutamylglycylglycylglycyl-L-valyl-L-arginine (fibrinopeptide A)
