Metal ion,Ligand,Formula,Figure definition,Ligand class,Equilibrium,Temperature (C),Ionic strength,Value type,Value,PubChemFormula,PubChemSMILES,FormulaMatch
H⁺,2-Amino-5-sulfobenzoic acid,C7H7N1O5S1,HL,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,4.29,C11H9NO2,C1=CC=C2C(=C1)C=C(C=C2N)C(=O)O,False
H⁺,2-(Methylamino)benzoic acid,C8H9N1O2,HL,Pyridine carboxylic acids,[HL]/[L][H],22,0.1,Log K,5.29,C7H7NO5S,C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)N,False
H⁺,2-(Ethylamino)benzoic acid,C9H11N1O2,HL,Pyridine carboxylic acids,[HL]/[L][H],22,0.1,Log K,5.7,,,False
H⁺,2-(Dimethylamino)benzoic acid,C9H11N1O2,HL,Pyridine carboxylic acids,[H₂L]/[HL][H],25,0.0,Log K,1.6,C9H11NO2,CN(C)C1=CC=CC=C1C(=O)O,True
H⁺,4-(Dimethylamino)benzoic acid,C9H11N1O2,HL,Pyridine carboxylic acids,[HL]/[L][H],25,0.0,Log K,5.0,C9H11NO2,CCNC1=CC=CC=C1C(=O)O,True
H⁺,2-(2-Hydroxyethylamino)benzoic acid,C9H11N1O3,HL,Pyridine carboxylic acids,[HL]/[L][H],22,0.1,Log K,4.82,,,False
H⁺,2-(N-2-Hydroxyethyl-N-methylamino)benzoic acid,C10H13N1O3,HL,Pyridine carboxylic acids,[HL]/[L][H],22,0.1,Log K,8.24,,,False
H⁺,2-(N-2-Hydroxyethyl-N-ethylamino)benzoic acid,C11H15N1O3,HL,Pyridine carboxylic acids,[HL]/[L][H],22,0.1,Log K,8.99,,,False
H⁺,2-[Bis(N-2-hydroxyethyl)amino]benzoic acid,C11H15N1O4,HL,Pyridine carboxylic acids,[HL]/[L][H],22,0.1,Log K,7.49,,,False
H⁺,"2-(2-Hydroxyethylamino)benzene-1,4-dicarboxylic acid",C10H11N1O5,H2L,Pyridine carboxylic acids,[HL]/[L][H],20,0.1,Log K,4.73,,,False
H⁺,"2-[Bis(2-hydroxyethyl)amino]benzene-1,4-dicarboxylic acid",C12H14N1O6,H2L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,7.0,,,False
H⁺,"2,5-Bis(2-hydroxyethylamino)benzene-1,4-dicarboxylic acid",C12H16N2O6,H2L,Pyridine carboxylic acids,[HL]/[L][H],22,0.1,Log K,6.74,C9H11NO3,C1=CC=C(C(=C1)C(=O)O)NCCO,False
H⁺,"2,5-Bis(2-hydroxyethylamino)benzene-1,4-dicarboxylic acid monoethyl ester",C14H20N2O6,HL,Pyridine carboxylic acids,[HL]/[L][H],22,0.1,Log K,5.84,,,False
H⁺,"2,5-[Bis(2-hydroxyethyl)amino]benzene-1,4-dicarboxylic acid monolactone",C16H22N2O7,HL,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,6.84,,,False
H⁺,"2-Bis(2-hydroxyethyl)amino-5-(2-hydroxyethylamino)benzene-1,4-dicarboxylic acid",C14H19N2O7,H2L,Pyridine carboxylic acids,[HL]/[L][H],22,0.1,Log K,8.29,,,False
H⁺,"2,5-Bis[bis(2-hydroxyethyl)amino]benzene-1,4-dicarboxylic acid",C16H24N2O8,H2L,Pyridine carboxylic acids,[HL]/[L][H],22,0.1,Log K,7.9,,,False
H⁺,"3,4-Diaminobenzoic acid",C7H8N2O2,HL,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,4.75,,,False
H⁺,"2,5-Bis(carboxymethylamino)benzene-1,4-dicarboxylic acid",C12H12N2O8,H4L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,6.94,,,False
H⁺,2-Amino-3-hydroxybenzoic acid,C7H7N1O3,H2L,Pyridine carboxylic acids,[HL]/[L][H],20,0.0,Log K,10.12,,,False
H⁺,N-Phenylglycine,C8H9N1O2,HL,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,4.38,,,False
H⁺,2-(Carboxymethylamino)benzoic acidglycine),C9H9N1O4,H2L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,4.9,C7H8N2O2,C1=CC(=C(C=C1C(=O)O)N)N,False
H⁺,DL-N-(2-Carboxyphenyl)alanine,C10H11N1O4,H2L,Pyridine carboxylic acids,[HL]/[L][H],20,0.1,Log K,5.01,C7H7NO3,C1=CC(=C(C(=C1)O)N)C(=O)O,False
H⁺,N-(2-Carboxyphenyl)-N-(2-hydroxyethyl)glycine,C11H13N1O5,H2L,Pyridine carboxylic acids,[HL]/[L][H],22,0.1,Log K,7.73,,,False
H⁺,"2,5-Bis[N-(carboxymethyl)-N-(2-hydroxyethyl)amino]benzene-1,4-dicarboxylic acid",C16H20N2O10,H4L,Pyridine carboxylic acids,[HL]/[L][H],22,0.1,Log K,9.06,C8H9NO2,C1=CC=C(C=C1)NCC(=O)O,False
H⁺,N-(8-Quinolyl)glycine,C11H10N2O2,HL,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,4.26,,,False
H⁺,(4-Aminophenylamino)butanedioic acidaspartic acid),C10H12N2O4,H2L,Pyridine carboxylic acids,[HL]/[L][H],25,0.5,Log K,6.36,,,False
H⁺,"1,4-Phenylenediiminodibutanedioic acid",C14H16N2O8,H4L,Pyridine carboxylic acids,[HL]/[L][H],25,0.5,Log K,6.63,,,False
H⁺,N-Phenyliminodiacetic acid,C10H11N1O4,H2L,Pyridine carboxylic acids,[HL]/[L][H],20,0.1,Log K,4.98,,,False
H⁺,N-(2-Sulfophenyl)iminodiacetic acid,C10H11N1O7S1,H3L,Pyridine carboxylic acids,[HL]/[L][H],20,0.1,Log K,6.29,,,False
H⁺,N-(3-Sulfophenyl)iminodiacetic acid,C10H11N1O7S1,H3L,Pyridine carboxylic acids,[HL]/[L][H],20,0.1,Log K,4.79,,,False
H⁺,N-(4-Sulfophenyl)iminodiacetic acid,C10H11N1O7S1,H3L,Pyridine carboxylic acids,[HL]/[L][H],20,0.1,Log K,4.54,,,False
H⁺,N-(4-Sulfo-1-naphthyl)iminodiacetic acid,C14H13N1O7S1,H3L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,3.92,,,False
H⁺,N-(2-Carboxyphenyl)iminodiacetic acid,C11H11N1O6,H3L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,7.73,,,False
H⁺,N-(3-Carboxyphenyl)iminodiacetic acid,C11H11N1O6,H3L,Pyridine carboxylic acids,[HL]/[L][H],20,0.1,Log K,5.1,,,False
H⁺,N-(4-Carboxyphenyl)iminodiacetic acid,C11H11N1O6,H3L,Pyridine carboxylic acids,[HL]/[L][H],20,0.1,Log K,5.2,,,False
H⁺,"N-(2,5-Dicarboxyphenyl)iminodiacetic acid",C12H11N1O8,H4L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,7.54,,,False
H⁺,"N-(4-Hydroxy-2,5-dicarboxyphenyl)iminodiacetic acid",C12H11N1O9,H5L,Pyridine carboxylic acids,[H₂L]/[HL][H],25,0.1,Log K,8.61,,,False
H⁺,N-(2-Hydroxyphenyl)iminodiacetic acid,C10H11N1O5,H3L,Pyridine carboxylic acids,[HL]/[L][H],20,0.1,Log K,11.08,,,False
H⁺,N-(3-Hydroxyphenyl)iminodiacetic acid,C10H11N1O5,H3L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,11.0,,,False
H⁺,N-(4-Hydroxyphenyl)iminodiacetic acid,C10H11N1O5,H3L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,10.92,,,False
H⁺,N-(2-Hydroxy-4-sulfo-1-naphthyl)iminodiacetic acid,C14H13N1O8S1,H4L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,8.85,C11H11NO6,C1=CC(=CC=C1C(=O)O)N(CC(=O)O)CC(=O)O,False
H⁺,"N-(8-Hydroxy-4,6-disulfo-1-naphthyl)iminodiacetic acid",C14H13N1O11S2,H5L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.48,,,False
H⁺,N-(2-Methoxyphenyl)iminodiacetic acid,C11H13N1O5,H2L,Pyridine carboxylic acids,[HL]/[L][H],20,0.1,Log K,5.58,,,False
H⁺,N-(2-Mercaptophenyl)iminodiacetic acid,C10H11N1O4S1,H3L,Pyridine carboxylic acids,[HL]/[L][H],20,0.1,Log K,9.54,C10H11NO5,C1=CC=C(C(=C1)N(CC(=O)O)CC(=O)O)O,False
H⁺,N-(4-Sulfo-1-naphthyl)ethylenedinitrilotriacetic acid,C18H20N2O10S1,H4L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.01,,,False
H⁺,"N-[2,5-Dicarboxy-4-(carboxymethylamino)phenyl]iminodiacetic acid",C14H14N2O10,H5L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,9.4,,,False
H⁺,Ethylenebis(oxybenzene-2-nitrilodiacetic acid),C22H24N2O10,H4L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,6.32,,,False
H⁺,"1,2-Phenylenedinitrilotetraacetic acid",C14H16N2O8,H4L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,6.67,,,False
H⁺,"4-Methyl-1,2-phenylenedinitrilotetraacetic acid",C15H18N2O8,H4L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,7.02,,,False
H⁺,"4-Chloro-1,2-phenylenedinitrilotetraacetic acid",C14H16Cl1N2O8,H4L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,5.95,,,False
H⁺,"1,3-Phenylenedinitrilotetraacetic acid",C14H16N2O8,H4L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,5.8,,,False
H⁺,"2-Methyl-1,3-phenylenedinitrilotetraacetic acid",C15H18N2O8,H4L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,6.14,,,False
H⁺,"4-Methyl-1,3-phenylenedinitrilotetraacetic acid",C15H18N2O8,H4L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,6.58,C14H16N2O8,C1=CC=C(C(=C1)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,False
H⁺,"1,4-Phenylenedinitrilotetraacetic acid",C14H16N2O8,H4L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,6.06,C15H18N2O8,CC1=CC(=C(C=C1)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,False
H⁺,"2-Methyl-1,4-phenylenedinitrilotetraacetic acid",C15H18N2O8,H4L,Pyridine carboxylic acids,[HL]/[L][H],25,0.1,Log K,7.1,,,False
H⁺,Pyrrole-2-carboxylic acid,C5H5N1O2,HL,Pyridines (azines),[HL]/[L][H],25,1.0,Log K,4.29,,,False
H⁺,"1,4-Diazine-2-carboxylic acid",C5H4N2O2,HL,Quinolines,[HL]/[L][H],25,0.1,Log K,2.82,C14H16N2O8,C1=CC(=CC=C1N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,False
H⁺,"1,4-Diazine-2,3-dicarboxylic acid",C6H4N2O4,H2L,Quinolines,[HL]/[L][H],25,0.5,Log K,3.25,,,False
H⁺,Pyridine-2-carboxylic acid,C6H5N1O2,HL,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,5.21,C5H5NO2,C1=CNC(=C1)C(=O)O,False
H⁺,6-Methylpyridine-2-carboxylic acid,C7H7N1O2,HL,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,5.86,C6H5NO2,C1=CC=NC(=C1)C(=O)O,False
H⁺,Quinoline-2-carboxylic acid,C10H7N1O2,HL,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,4.77,,,False
H⁺,Pyridine-2-carboxylic acid N-oxide,C6H5N1O3,HL,Aliphatic amines,[HL]/[L][H],25,2.0,Log K,3.31,,,False
H⁺,Pyridine-3-carboxylic acid,C6H5N1O3,HL,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,4.69,,,False
H⁺,Pyridine-4-carboxylic acid,C6H5N1O3,HL,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,4.84,C7H7NO2,CC1=NC(=CC=C1)C(=O)O,False
H⁺,Quinoline-8-carboxylic acid,C10H7N1O2,HL,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,6.66,,,False
H⁺,3-Carboxy-N-methylpyridinium,C7H7N1O2+,HL,Aliphatic amines,[HL]/[L][H],22,0.0,Log K,2.04,C6H5NO2,C1=CN=CC=C1C(=O)O,False
H⁺,Pyridine-2-phosphonic-6-carboxylic acid,C6H6N1O5,H3L,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.11,,,False
H⁺,"Pyridine-2,3-dicarboxylic acid",C7H5N1O4,H2L,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,4.72,C10H7NO2,C1=CC2=C(C(=C1)C(=O)O)N=CC=C2,False
H⁺,"Pyridine-2,4-dicarboxylic acid",C7H5N1O4,H2L,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,4.79,,,False
H⁺,"Pyridine-2,5-dicarboxylic acid",C7H5N1O4,H2L,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,4.58,C7H5NO4,C1=CN=C(C=C1C(=O)O)C(=O)O,True
H⁺,"Pyridine-2,6-dicarboxylic acid",C7H5N1O4,H2L,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,4.66,C7H5NO4,C1=CC(=NC=C1C(=O)O)C(=O)O,True
H⁺,"Pyridine-3,4-dicarboxylic acid",C7H5N1O4,H2L,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,4.9,,,False
H⁺,"Pyridine-3,5-dicarboxylic acid",C7H5N1O4,H2L,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,4.3,C7H5NO4,C1=CC(=NC(=C1)C(=O)O)C(=O)O,True
H⁺,"4-Chloropyridine-2,6-dicarboxylic acid",C7H4Cl1N1O4,H2L,Aliphatic amines,[HL]/[L][H],22,0.1,Log K,3.75,C7H5NO4,C1=CN=CC(=C1C(=O)O)C(=O)O,False
H⁺,4-Hydroxyquinoline-2-carboxylic acid,C10H7N1O3,H2L,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,11.0,C7H4ClNO4,C1=C(C=C(N=C1C(=O)O)C(=O)O)Cl,False
H⁺,"4-Hydroxypyridine-2,6-dicarboxylic acid",C7H5N1O5,H3L,Aliphatic amines,[HL]/[L][H],20,0.1,Log K,10.88,,,False
H⁺,"4-Aminopyridine-2,6-dicarboxylic acid",C7H6N2O4,H2L,Aliphatic amines,[HL]/[L][H],20,0.1,Log K,9.05,C10H7NO3,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,False
H⁺,"4-(Methylamino)pyridine-2,6-dicarboxylic acid",C8H8N2O4,H2L,Aliphatic amines,[HL]/[L][H],22,0.1,Log K,9.68,,,False
H⁺,"4-(Dimethylamino)pyridine-2,6-dicarboxylic acid",C9H10N2O4,H2L,Aliphatic amines,[HL]/[L][H],22,0.1,Log K,9.77,C7H6N2O4,C1=C(C=C(N=C1C(=O)O)C(=O)O)N,False
H⁺,"4-(Phenylamino)pyridine-2,6-dicarboxylic acid",C13H10N2O4,H2L,Aliphatic amines,[HL]/[L][H],22,0.1,Log K,8.65,C8H8N2O4,CNC1=CC(=NC(=C1)C(=O)O)C(=O)O,False
H⁺,2-Pyridylacetic acid,C7H7N1O2,HL,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,5.77,,,False
H⁺,3-(2-Pyridyl)propanoic acid,C8H9N1O2,HL,Aliphatic amines,[HL]/[L][H],20,0.5,Log K,5.9,,,False
H⁺,trans-3-(2-Pyridyl)propenoic acid,C8H7N1O2,HL,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,4.56,C7H7NO2,C1=CC=NC(=C1)CC(=O)O,False
H⁺,3-Pyridylacetic acid,C7H7N1O2,HL,Aliphatic amines,[HL]/[L][H],20,0.5,Log K,5.5,C7H7NO2,C1=CC(=CN=C1)CC(=O)O,True
H⁺,3-(3-Pyridyl)propanoic acid,C8H9N1O2,HL,Aliphatic amines,[HL]/[L][H],20,0.5,Log K,5.76,C8H9NO2,C1=CC(=CN=C1)CCC(=O)O,True
H⁺,4-Pyridylacetic acid,C7H7N1O2,HL,Aliphatic amines,[HL]/[L][H],20,0.5,Log K,5.79,C7H7NO2,C1=CN=CC=C1CC(=O)O,True
H⁺,3-(4-Pyridyl)propanoic acid,C8H9N1O2,HL,Aliphatic amines,[HL]/[L][H],20,0.5,Log K,6.01,,,False
H⁺,"Pyridine-2,6-diacetic acid",C9H9N1O4,H2L,Aliphatic amines,[HL]/[L][H],20,1.0,Log K,6.02,,,False
H⁺,N-(2-Pyridylmethyl)glycine,C8H10N2O2,HL,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,8.18,C8H9NO2,C1=CN=CC=C1CCC(=O)O,False
H⁺,N-(2-Pyridylmethyl)iminodiacetic acid,C10H12N2O4,H2L,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,8.2,,,False
H⁺,N-(6-Methyl-2-pyridylmethyl)iminodiacetic acid,C11H14N2O4,H2L,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,8.31,C9H9NO4,C1=CC(=NC(=C1)CC(=O)O)CC(=O)O,False
H⁺,"Pyridine-2,6-dinitrilotetraacetic acid",C13H14N3O8,H4L,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,6.15,,,False
H⁺,"1-Ethyl-1,4-dihydro-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid",C12H12N2O3,HL,Aliphatic amines,[HL]/[L][H],37,0.15,Log K,5.94,C8H10N2O2,C1=CC=NC(=C1)CNCC(=O)O,False
H⁺,Methylamine,C1H5N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,10.65,,,False
H⁺,Ethylamine,C2H7N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,10.69,C10H12N2O4,C1=CC=NC(=C1)CN(CC(=O)O)CC(=O)O,False
H⁺,Propylamine,C3H9N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,10.64,,,False
H⁺,Butylamine,C4H11N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,10.66,CH5N,CN,False
H⁺,Pentylamine,C5H13N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,10.63,,,False
H⁺,Hexylamine,C6H15N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,10.64,,,False
H⁺,2-Propylamine,C3H9N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,10.61,,,False
H⁺,DL-2-Butylamine,C4H11N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,10.56,C5H13N,CCCCCN,False
H⁺,2-Methylpropylamine,C4H11N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.5,Log K,10.57,C6H15N,CCCCCCN,False
H⁺,3-Pentylamine,C5H13N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,10.41,C3H9N,CC(C)N,False
H⁺,3-Methylbutylamine,C5H13N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.0,Log K,10.64,C5H13N,CC(C)CCN,True
H⁺,2-Methyl-2-propylamine,C4H11N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,10.65,,,False
H⁺,Cyclopropylamine,C4H9N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,9.06,C4H11N,CC(C)(C)N,False
H⁺,Cyclopentylamine,C5H11N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,10.63,C3H7N,C1CC1N,False
H⁺,Cyclohexylamine,C6H13N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,10.62,,,False
H⁺,Cyclohexylmethylamine,C7H15N1,L,Aliphatic amines secondary N,[HL]/[L][H],20,0.1,Log K,10.7,C6H13N,C1CCC(CC1)N,False
H⁺,"Tricyclo[3.3.1.1(3,7)]decan-1-amine",C10H17N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.0,Log K,10.55,C5H11N,C1CCC(C1)N,False
H⁺,Prop-2-enylamine,C3H7N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.0,Log K,9.52,,,False
Ag⁺,trans-But-2-enylamine,C4H9N1,L,Aliphatic amines secondary N,[MHL]/[M][HL],25,2.0,Log K,0.107,,,False
H⁺,Cyanomethylamine,C2H4N2,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,5.15,C10H17N,C1C2CC3CC1CC(C2)(C3)N,False
H⁺,Aminobenzene,C6H7N1,L,Carboxylic acids seleno,[HL]/[L][H],25,0.1,Log K,4.64,,,False
H⁺,2-Methylaniline,C7H9N1,L,Carboxylic acids seleno,[HL]/[L][H],15,0.0,Log K,4.635,C2H4N2,C(C#N)N,False
H⁺,2-Ethylaniline,C8H11N1,L,Carboxylic acids seleno,[HL]/[L][H],25,0.0,Log K,4.3,C7H9N,CC1=CC=CC=C1N,False
H⁺,3-Methylaniline,C7H9N1,L,Carboxylic acids seleno,[HL]/[L][H],15,0.0,Log K,4.902,C8H11N,CCC1=CC=CC=C1N,False
H⁺,4-Methylaniline,C7H9N1,L,Carboxylic acids seleno,[HL]/[L][H],25,0.1,Log K,5.09,C7H9N,CC1=CC(=CC=C1)N,True
H⁺,4-Ethylaniline,C8H11N1,L,Carboxylic acids seleno,[HL]/[L][H],25,0.0,Log K,5.0,C8H11N,CCC1=CC=C(C=C1)N,True
H⁺,"2,4-Dimethylaniline",C8H11N1,L,Carboxylic acids seleno,[HL]/[L][H],25,0.0,Log K,4.85,,,False
H⁺,"2,6-Dimethylaniline",C8H11N1,L,Carboxylic acids seleno,[HL]/[L][H],20,0.1,Log K,3.94,,,False
Ag⁺,"3,5-Dimethylaniline",C8H11N1,L,Carboxylic acids seleno,[ML]/[M][L],25,1.0,Log K,1.63,C8H11N,CC1=CC(=C(C=C1)N)C,True
H⁺,2-Nitroaniline,C6H6N2O2,L,Carboxylic acids seleno,[HL]/[L][H],15,0.0,Log K,-0.2,C8H11N,CC1=C(C(=CC=C1)C)N,False
H⁺,3-Nitroaniline,C6H6N2O2,L,Carboxylic acids seleno,[HL]/[L][H],20,0.1,Log K,2.6,,,False
H⁺,4-Nitroaniline,C6H6N2O2,L,Carboxylic acids seleno,[HL]/[L][H],25,0.1,Log K,1.04,C6H6N2O2,C1=CC=C(C(=C1)N)[N+](=O)[O-],True
H⁺,2-Fluoroaniline,C6H6F1N1,L,Carboxylic acids seleno,[HL]/[L][H],25,0.0,Log K,3.203,C6H6FN,C1=CC=C(C(=C1)N)F,True
H⁺,3-Fluoroaniline,C6H6F1N1,L,Carboxylic acids seleno,[HL]/[L][H],25,0.0,Log K,3.588,C6H6FN,C1=CC(=CC(=C1)F)N,True
H⁺,4-Fluoroaniline,C6H6F1N1,L,Carboxylic acids seleno,[HL]/[L][H],25,0.0,Log K,4.654,,,False
H⁺,2-Chloroaniline,C6H6Cl1N1,L,Carboxylic acids seleno,[HL]/[L][H],15,0.0,Log K,2.81,C6H6FN,C1=CC(=CC=C1N)F,False
H⁺,3-Chloroaniline,C6H6Cl1N1,L,Carboxylic acids seleno,[HL]/[L][H],20,0.1,Log K,4.08,C6H6ClN,C1=CC=C(C(=C1)N)Cl,True
H⁺,4-Chloroaniline,C6H6Cl1N1,L,Carboxylic acids seleno,[HL]/[L][H],15,0.0,Log K,4.15,,,False
H⁺,2-Bromoaniline,C6H6Br1N1,L,Carboxylic acids seleno,[HL]/[L][H],15,0.0,Log K,2.679,C6H6ClN,C1=CC(=CC=C1N)Cl,False
H⁺,3-Bromoaniline,C6H6Br1N1,L,Carboxylic acids seleno,[HL]/[L][H],15,0.0,Log K,3.683,C6H6BrN,C1=CC=C(C(=C1)N)Br,True
H⁺,4-Bromoaniline,C6H6Br1N1,L,Carboxylic acids seleno,[HL]/[L][H],15,0.0,Log K,4.05,C6H6BrN,C1=CC(=CC(=C1)Br)N,True
H⁺,2-Iodoaniline,C6H6I1N1,L,Carboxylic acids seleno,[HL]/[L][H],15,0.0,Log K,2.69,C6H6BrN,C1=CC(=CC=C1N)Br,False
H⁺,3-Iodoaniline,C6H6I1N1,L,Carboxylic acids seleno,[HL]/[L][H],15,0.0,Log K,3.744,,,False
H⁺,4-Iodoaniline,C6H6I1N1,L,Carboxylic acids seleno,[HL]/[L][H],15,0.0,Log K,3.983,,,False
H⁺,4-Thiocarbamylaniline,C7H8N2S1,L,Carboxylic acids seleno,[HL]/[L][H],25,0.0,Log K,2.604,,,False
H⁺,Benzylamine,C7H9N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,9.4,,,False
H⁺,4-Methylbenzylamine,C8H11N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,9.51,C6H6IN,C1=CC(=CC(=C1)I)N,False
H⁺,4-(Trifluoromethyl)benzylamine,C8H8F3N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,8.84,,,False
H⁺,4-Chlorobenzylamine,C7H8Cl1N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,9.13,C6H6IN,C1=CC(=CC=C1N)I,False
H⁺,4-Cyanobenzylamine,C8H8N2,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,8.61,C8H8F3N,C1=CC(=CC=C1CN)C(F)(F)F,False
H⁺,2-Phenylethylamine,C8H11N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,9.92,,,False
H⁺,3-Phenylpropylamine,C9H13N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,10.32,C8H8N2,C1=CC(=CC=C1CN)C#N,False
H⁺,4-Phenylbutylamine,C10H15N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,10.42,,,False
H⁺,5-Phenylpentylamine,C11H17N1,L,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,10.55,C8H11N,C1=CC=C(C=C1)CCN,False
H⁺,2-Aminoethyl(hydrogensulfate),C2H7N1O4S1,HL,Aliphatic amines secondary N,[HL]/[L][H],15,0.0,Log K,9.462,,,False
H⁺,2-Aminoethanesulfonic acid,C2H7N1O3S1,HL,Aliphatic amines secondary N,[HL]/[L][H],25,0.1,Log K,8.9,C10H15N,C1=CC=C(C=C1)CCCCN,False
H⁺,3-Aminopropanesulfonic acid,C3H9N1O3S1,HL,Aliphatic amines secondary N,[HL]/[L][H],25,0.5,Log K,9.74,C3H9NO3S,C(CN)CS(=O)(=O)O,True
H⁺,4-Aminobutanesulfonic acid,C4H11N1O3S1,HL,Aliphatic amines secondary N,[HL]/[L][H],25,0.5,Log K,10.24,C4H11NO3S,C(CCS(=O)(=O)O)CN,True
H⁺,5-Aminopentanesulfonic acid,C5H13N1O3S1,HL,Aliphatic amines secondary N,[HL]/[L][H],25,0.5,Log K,10.46,C6H7NO3S,C1=CC=C(C(=C1)N)S(=O)(=O)O,False
H⁺,2-Aminobenzenesulfonic acid,C6H7N1O3S1,HL,Carboxylic acids seleno,[HL]/[L][H],25,0.1,Log K,2.29,C5H13NO3S,C(CCN)CCS(=O)(=O)O,False
H⁺,3-Aminobenzenesulfonic acid,C6H7N1O3S1,HL,Carboxylic acids seleno,[HL]/[L][H],25,0.1,Log K,3.55,C6H7NO3S,C1=CC(=CC(=C1)S(=O)(=O)O)N,True
H⁺,4-Aminobenzenesulfonic acid,C6H7N1O3S1,HL,Carboxylic acids seleno,[HL]/[L][H],25,0.1,Log K,3.01,,,False
