SMILES,Identified_Atom_Indices,Identified_Group_Types,Expected_pKa_Count,Found_Group_Count,Reported_pKa_Values,Status
OC(=O)c1ccccc1Oc2ccccc2,,,1,0,3.53,Group Prediction Failed
OC(=O)c1ccccc1[N+]([O-])=O,,,1,0,2.19,Group Prediction Failed
CCOC(=O)CNC(=O)CN,10,primary_amine_N,1,1,7.73,OK
CCOC(=O)CNC(=O)CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CNC(=O)OCc2ccccc2,19,imidazole_pyridine_type_N,1,1,6.08,OK
CCOC(=O)CSCC(O)=O,,,1,0,3.66,Group Prediction Failed
CCOC(=O)\C=C/C([O-])=O,,,1,0,3.08,Group Prediction Failed
CCOC(=O)\C=C\C([O-])=O,,,1,0,3.40,Group Prediction Failed
OC(=O)Cc1cccc(I)c1,,,1,0,4.16,Group Prediction Failed
OC(=O)Cc1cccc(c1)[N+]([O-])=O,,,1,0,3.97,Group Prediction Failed
OC(=O)Cc1ccccc1Br,,,1,0,4.05,Group Prediction Failed
CCOC(=O)C(N)C(C)C,6,primary_amine_N,1,1,7.75,OK
CCOC(=O)C(N)CC(C)C,6,primary_amine_N,1,1,7.65,OK
CCOC(=O)C(N)Cc1ccccc1,6,primary_amine_N,1,1,7.12,OK
CCOC(=O)CCC(N)C(=O)OCC,8,primary_amine_N,1,1,7.04,OK
CCOC(=O)CCCCN,9,primary_amine_N,1,1,10.15,OK
CCOC(=O)CCCN,8,primary_amine_N,1,1,9.71,OK
CCOC(=O)CCN,7,primary_amine_N,1,1,9.18,OK
CCOC(=O)CN,6,primary_amine_N,1,1,7.71,OK
CCN(CC)c1ccc(C)cc1,,,1,0,7.24,Group Prediction Failed
CCN(CCO)c1ccccc1C(O)=O,,,1,0,8.99,Group Prediction Failed
CCN1C=C(C(O)=O)C(=O)c2ccc(C)nc12,15,imidazole_pyridine_type_N,1,1,5.94,OK
CCN1CCCCC1,,,1,0,10.61,Group Prediction Failed
CCNC(=O)CN,6,primary_amine_N,1,1,8.19,OK
CCNc1ccccc1,2,secondary_amine_N,1,1,5.25,OK
CCNc1scnn1,2:4:5,secondary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,3,3.01,Count Mismatch (Groups vs Num)
CCOC(=O)C(C)N,7,primary_amine_N,1,1,7.91,OK
OC(=O)c1ccc(Br)cc1,,,1,0,4.00,Group Prediction Failed
OC(=O)c1ccc(F)c(F)c1,,,1,0,3.79,Group Prediction Failed
OC(=O)c1ccc(F)cc1,,,1,0,4.04,Group Prediction Failed
OC(=O)c1ccc(F)cc1F,,,1,0,3.44,Group Prediction Failed
OC(=O)c1ccc(I)cc1,,,1,0,4.00,Group Prediction Failed
OC(=O)c1ccc(Oc2ccccc2)cc1,,,1,0,4.52,Group Prediction Failed
OC(=O)c1ccc(cc1)C#N,,,1,0,3.55,Group Prediction Failed
OC(=O)c1ccc(cc1)[N+]([O-])=O,,,1,0,3.36,Group Prediction Failed
CCS,,,1,0,10.61,Group Prediction Failed
CCSCC(O)=O,,,1,0,3.62,Group Prediction Failed
CCSCCN,5,primary_amine_N,1,1,9.44,OK
CCSCCSCC(O)=O,,,1,0,3.61,Group Prediction Failed
CCSCCc1ccccn1,10,imidazole_pyridine_type_N,1,1,5.33,OK
CCSCc1ccccn1,9,imidazole_pyridine_type_N,1,1,4.72,OK
OC(=O)CSCCc1ccccc1,,,1,0,3.80,Group Prediction Failed
OC(=O)CSCc1ccccc1,,,1,0,3.67,Group Prediction Failed
CCOc1cc(O)cc(OCC)c1,,,1,0,9.37,Group Prediction Failed
CCOc1ccc(N)cc1,7,primary_amine_N,1,1,5.25,OK
CCOc1ccc([Se]CC(O)=O)cc1,,,1,0,3.75,Group Prediction Failed
CCOc1cccc(N)c1,8,primary_amine_N,1,1,4.17,OK
CCOc1cccc(O)c1,,,1,0,9.65,Group Prediction Failed
CCOc1ccccc1N,9,primary_amine_N,1,1,4.48,OK
CCOc1ccccc1S,,,1,0,7.06,Group Prediction Failed
CCOc1ccccc1[Se]CC(O)=O,,,1,0,3.79,Group Prediction Failed
OC(=O)c1cc(F)cc(F)c1,,,1,0,3.52,Group Prediction Failed
OC(=O)c1cc(F)ccc1F,,,1,0,3.11,Group Prediction Failed
CCOC(=O)c1cc(C)nc(C)c1,6,pyridine_nitrogen,1,1,5.27,OK
CCOC(C)n1cnc2c(N)ncnc12,7:10:11:13,imidazole_pyridine_type_N:primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,4,3.70,Count Mismatch (Groups vs Num)
CCOCC(O)=O,,,1,0,3.58,Group Prediction Failed
CCOC[P](O)(O)=O,,,1,0,7.02,Group Prediction Failed
CCON=C(C)C=NO,,,1,0,10.46,Group Prediction Failed
CCON=C(CC)C=NO,,,1,0,10.67,Group Prediction Failed
OC(=O)Cc1ccccc1I,,,1,0,4.04,Group Prediction Failed
OC(=O)Cc1ccccc1[N+]([O-])=O,,,1,0,4.00,Group Prediction Failed
OC(=O)[C@@H]1CCC(=O)N1,,,1,0,3.10,Group Prediction Failed
OC(=O)[C@@H]1CC[C@H](CC1)C(O)=O,,,1,0,5.18,Group Prediction Failed
OC(=O)[C@@]1(CCC(=O)N1)c2ccccc2,,,1,0,2.69,Group Prediction Failed
OC(=O)c1[nH]ccc1,,,1,0,4.37,Group Prediction Failed
OC(=O)c1c(F)c(F)c(F)c(F)c1F,,,1,0,1.50,Group Prediction Failed
OC(=O)c1c(F)cccc1F,,,1,0,2.24,Group Prediction Failed
CCc1[nH]ccn1,3,imidazole_pyridine_type_N,1,1,7.92,OK
CCc1[nH]cnc1CC,3,imidazole_pyridine_type_N,1,1,8.19,OK
CCc1ccc(C)nc1,6,pyridine_nitrogen,1,1,6.43,OK
CCc1cccc(O)c1,,,1,0,10.07,Group Prediction Failed
CCc1ccccn1,7,pyridine_nitrogen,1,1,6.04,OK
CCc1cccnc1,6,imidazole_pyridine_type_N,1,1,5.78,OK
CCc1ccncc1,5,imidazole_pyridine_type_N,1,1,6.14,OK
CCc1cnccc1C,3,pyridine_nitrogen,1,1,6.35,OK
OC(=O)Cc1ccc(I)cc1,,,1,0,4.18,Group Prediction Failed
OC(=O)Cc1ccc(cc1)[N+]([O-])=O,,,1,0,3.85,Group Prediction Failed
OC(=O)Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,,,1,0,3.50,Group Prediction Failed
CC[C@H]1[C@H](COC1=O)Cc2cncn2C,11,imidazole_pyridine_type_N,1,1,7.15,OK
CC[N+]([O-])=O,,,1,0,8.57,Group Prediction Failed
CC[S](O)(=O)=O,,,1,0,1.68,Group Prediction Failed
CCc1[nH]c2ccccc2n1,3,imidazole_pyridine_type_N,1,1,6.15,OK
CCc1[nH]cc(C)n1,3,imidazole_pyridine_type_N,1,1,8.60,OK
OC(=O)C[Se]CCCC=C,,,1,0,3.80,Group Prediction Failed
OC(=O)C[Se]c1ccc(Br)cc1,,,1,0,3.59,Group Prediction Failed
OC(=O)C[Se]c1ccc(cc1)[N+]([O-])=O,,,1,0,3.34,Group Prediction Failed
OC(=O)C[Se]c1cccc(c1)[N+]([O-])=O,,,1,0,3.44,Group Prediction Failed
OC(=O)C[Se]c1ccccc1,,,1,0,3.64,Group Prediction Failed
OC(=O)C[Se]c1ccccc1Br,,,1,0,3.47,Group Prediction Failed
OC(=O)C[Se]c1ccccc1[N+]([O-])=O,,,1,0,3.31,Group Prediction Failed
OC(=O)Cc1ccc(Br)cc1,,,1,0,4.19,Group Prediction Failed
OC(=O)CSc1ccc(Br)cc1,,,1,0,3.22,Group Prediction Failed
OC(=O)CSc1ccc(cc1)C#N,,,1,0,3.01,Group Prediction Failed
OC(=O)CSc1ccc(cc1)[N+]([O-])=O,,,1,0,2.98,Group Prediction Failed
OC(=O)CSc1cccc(c1)C(F)(F)F,,,1,0,3.19,Group Prediction Failed
OC(=O)CSc1ccccc1,,,1,0,3.31,Group Prediction Failed
OC(=O)CSc1ccccc1[N+]([O-])=O,,,1,0,2.99,Group Prediction Failed
OC(=O)C[N+]([O-])=O,,,1,0,1.49,Group Prediction Failed
OC(=O)C[Se]CCC=C,,,1,0,3.77,Group Prediction Failed
OC(=O)COc1ccc(F)cc1,,,1,0,3.13,Group Prediction Failed
OC(=O)COc1ccc(I)cc1,,,1,0,3.16,Group Prediction Failed
OC(=O)COc1ccc(cc1)C#N,,,1,0,2.93,Group Prediction Failed
OC(=O)COc1ccc(cc1)[N+]([O-])=O,,,1,0,2.89,Group Prediction Failed
OC(=O)COc1cccc(Br)c1,,,1,0,3.10,Group Prediction Failed
OC(=O)COc1cccc(F)c1,,,1,0,3.08,Group Prediction Failed
OC(=O)COc1cccc(I)c1,,,1,0,3.13,Group Prediction Failed
OC(=O)COc1cccc(c1)C#N,,,1,0,3.03,Group Prediction Failed
CN(O)C(=O)c1ccc(cc1)[N+]([O-])=O,,,1,0,7.83,Group Prediction Failed
CN(O)C(=O)c1ccccc1,,,1,0,8.17,Group Prediction Failed
CN(O)C(C)=O,,,1,0,8.63,Group Prediction Failed
CN1C(=O)C(=NNC(N)=S)c2cc(ccc12)[S](O)(=O)=O,6:8,secondary_amine_N:primary_amine_N,1,2,8.48,Count Mismatch (Groups vs Num)
CN1C=CC=C(O)C1=O,,,1,0,8.89,Group Prediction Failed
CN1CCCC1,,,1,0,10.46,Group Prediction Failed
CN1CCCCC1,,,1,0,10.09,Group Prediction Failed
OC(=O)COc1ccc(Br)cc1,,,1,0,3.13,Group Prediction Failed
CN(C)c1ccc(cc1)[S](O)(=O)=O,,,1,0,3.49,Group Prediction Failed
CN(C)c1ccccc1,,,1,0,5.15,Group Prediction Failed
CN(C)c1cccnc1,7,imidazole_pyridine_type_N,1,1,6.52,OK
CN(CC(=O)NCC(O)=O)C(=O)CN,13,primary_amine_N,1,1,8.23,OK
CN(CC(O)=O)C(C)=O,,,1,0,3.30,Group Prediction Failed
CN(CC(O)=O)C(N)=N,7:8,secondary_amine_N:primary_amine_N,1,2,2.63,Count Mismatch (Groups vs Num)
CN(CCO)c1ccccc1C(O)=O,,,1,0,8.24,Group Prediction Failed
CN(O)C(=O)c1ccc(C)cc1,,,1,0,8.39,Group Prediction Failed
CCc1nccn1C=C,5,imidazole_pyridine_type_N,1,1,6.88,OK
CCc1sc(N)nn1,3:4:6,imidazole_pyridine_type_N:imidazole_pyridine_type_N:primary_amine_N,1,3,3.35,Count Mismatch (Groups vs Num)
CCn1ccnc1,2,imidazole_nitrogen,1,1,7.21,OK
CN,1,primary_amine_N,1,1,10.71,OK
CN(C)C(=S)C(N)=S,6,primary_amine_N,1,1,10.57,OK
CN(C)C1=C(C)N(C)N(c2ccccc2)C1=O,,,1,0,5.00,Group Prediction Failed
CN(C)O,,,1,0,5.20,Group Prediction Failed
CN(C)c1ccc(cc1)N=Nc2ccccc2[S](O)(=O)=O,,,1,0,3.49,Group Prediction Failed
OC(=O)C1(O)CCCC1,,,1,0,4.01,Group Prediction Failed
OC(=O)C1(O)CCCCC1,,,1,0,4.01,Group Prediction Failed
OC(=O)C1(O)CCCCCC1,,,1,0,4.07,Group Prediction Failed
OC(=O)C1=C(C(=O)NC(=O)N1)[N+]([O-])=O,,,1,0,4.83,Group Prediction Failed
OC(=O)C=O,,,1,0,3.06,Group Prediction Failed
OC(=O)CBr,,,1,0,2.82,Group Prediction Failed
OC(=O)CC#N,,,1,0,2.53,Group Prediction Failed
OC(=O)CCBr,,,1,0,3.89,Group Prediction Failed
CNC(=O)[C@@H](N)CCSC,5,primary_amine_N,1,1,7.33,OK
CNC(=O)[C@H](CCSC)NC(=O)[C@@H](N)Cc1ccccc1,13,primary_amine_N,1,1,7.15,OK
CNC(=O)c1cccnc1,8,imidazole_pyridine_type_N,1,1,3.45,OK
OC(=O)CN(CC(O)=O)c1cc(ccc1C(O)=O)C(O)=O,,,1,0,7.54,Group Prediction Failed
OC(=O)CN(CCOc1ccccc1)CC(O)=O,,,1,0,8.38,Group Prediction Failed
OC(=O)CNC(=O)c1ccccc1,,,1,0,3.49,Group Prediction Failed
OC(=O)CCI,,,1,0,3.98,Group Prediction Failed
OC(=O)CI,,,1,0,3.09,Group Prediction Failed
OC(=O)CSCCC=C,,,1,0,3.61,Group Prediction Failed
OC(=O)CSCCCC=C,,,1,0,3.63,Group Prediction Failed
CN1N(C(=O)C(=C1C)NC(C)=O)c2ccccc2,,,1,0,0.50,Group Prediction Failed
CN1N(C(=O)C=C1C)c2ccccc2,,,1,0,1.50,Group Prediction Failed
CN1N(c2ccccc2)C(=O)C(=C1C)N,3,primary_amine_N,1,1,4.23,OK
CN1N(c2ccccc2)C(=O)C(=C1C)O,,,1,0,1.50,Group Prediction Failed
CN=C(NCCSCc1nc[nH]c1C)NC#N,3:6:12,secondary_amine_N:secondary_amine_N:imidazole_pyridine_type_N,1,3,6.76,Count Mismatch (Groups vs Num)
CNC(=O)[C@@H](N)CC(C)C,5,primary_amine_N,1,1,7.72,OK
OC(=O)COc1cccc(c1)[N+]([O-])=O,,,1,0,2.95,Group Prediction Failed
OC(=O)COc1ccccc1,,,1,0,3.10,Group Prediction Failed
OC(=O)COc1ccccc1Br,,,1,0,3.12,Group Prediction Failed
OC(=O)COc1ccccc1C#N,,,1,0,2.98,Group Prediction Failed
OC(=O)COc1ccccc1F,,,1,0,3.08,Group Prediction Failed
OC(=O)COc1ccccc1I,,,1,0,3.17,Group Prediction Failed
OC(=O)COc1ccccc1[N+]([O-])=O,,,1,0,2.90,Group Prediction Failed
OC(=O)CSCC=C,,,1,0,3.57,Group Prediction Failed
COC(=O)CCC(N)C(=O)OC,7,primary_amine_N,1,1,7.03,OK
COC(=O)CCCN,7,primary_amine_N,1,1,9.84,OK
COC(=O)CCN,6,primary_amine_N,1,1,9.17,OK
COC(=O)CN,5,primary_amine_N,1,1,7.66,OK
COC(=O)CN(C)C(=O)CN,10,primary_amine_N,1,1,8.01,OK
COC(=O)CNC(=O)CN,9,primary_amine_N,1,1,7.78,OK
COC(=O)CS,,,1,0,7.99,Group Prediction Failed
Nc1ncccc1[N+]([O-])=O,0:2,primary_amine_N:imidazole_pyridine_type_N,1,2,2.42,Count Mismatch (Groups vs Num)
CNc1ccccc1,1,secondary_amine_N,1,1,4.84,OK
COC(=O)C(C)N,6,primary_amine_N,1,1,7.76,OK
COC(=O)C(N)C(C)C,5,primary_amine_N,1,1,7.48,OK
COC(=O)C(N)CC(C)C,5,primary_amine_N,1,1,7.63,OK
COC(=O)C(N)CCSC,5,primary_amine_N,1,1,7.10,OK
COC(=O)C(N)CO,5,primary_amine_N,1,1,7.05,OK
COC(=O)C(O)Cc1c[nH]cn1,11,imidazole_pyridine_type_N,1,1,6.73,OK
COC(=O)C1=C(O)C(=O)C(=C1C(=O)OC)C(=O)OC,,,1,0,7.84,Group Prediction Failed
OC#N,,,1,0,3.48,Group Prediction Failed
OC(=O)C#CBr,,,1,0,1.86,Group Prediction Failed
OC(=O)C(=O)Cc1ccccc1,,,1,0,2.33,Group Prediction Failed
OC(=O)C(Cc1ccccc1)(Cc2ccccc2)C(O)=O,,,1,0,7.75,Group Prediction Failed
OC(=O)C(O)(c1ccccc1)c2ccccc2,,,1,0,2.88,Group Prediction Failed
CNCc1[nH]cc(c1)[S](O)(=O)=O,1,secondary_amine_N,1,1,9.58,OK
CNO,1,secondary_amine_N,1,1,5.96,OK
CNOC,1,secondary_amine_N,1,1,4.75,OK
O=C1NNC(=O)N1,,,1,0,5.69,Group Prediction Failed
O=Cc1cccc(C=O)n1,9,imidazole_pyridine_type_N,1,1,2.13,OK
O=Cc1ccccn1,7,imidazole_pyridine_type_N,1,1,3.84,OK
O=Cc1cccnc1,6,imidazole_pyridine_type_N,1,1,3.75,OK
O=Cc1ccncc1,5,imidazole_pyridine_type_N,1,1,4.65,OK
OB(O)O,,,1,0,8.97,Group Prediction Failed
OB(O)c1cccc(c1)[N+]([O-])=O,,,1,0,6.96,Group Prediction Failed
OB(O)c1ccccc1,,,1,0,8.75,Group Prediction Failed
CON=C(C)C=NO,,,1,0,10.55,Group Prediction Failed
CO[P](O)(O)=O,,,1,0,6.25,Group Prediction Failed
CO[P]([O-])(=O)O[P]([O-])(=O)O[P](O)(O)=O,,,1,0,6.45,Group Prediction Failed
COc1cc(C)nc(C)c1,4,pyridine_nitrogen,1,1,8.04,OK
COc1cc(C=O)ccc1O,,,1,0,7.40,Group Prediction Failed
Nc1ccc(cc1)[S](O)(=O)=O,0,primary_amine_N,1,1,3.18,OK
Nc1ccc(cn1)[N+]([O-])=O,0:9,primary_amine_N:imidazole_pyridine_type_N,1,2,2.80,Count Mismatch (Groups vs Num)
Nc1cccc(I)c1,0,primary_amine_N,1,1,3.59,OK
COC(=O)c1cccnc1,8,imidazole_pyridine_type_N,1,1,3.13,OK
COC(=O)c1ccncc1,7,imidazole_pyridine_type_N,1,1,3.26,OK
COC1(C=CC=CC1O)N=O,,,1,0,6.48,Group Prediction Failed
COCC(O)=O,,,1,0,3.53,Group Prediction Failed
COCCC(O)=O,,,1,0,4.71,Group Prediction Failed
COCCN,4,primary_amine_N,1,1,9.48,OK
CON,2,primary_amine_N,1,1,4.65,OK
CON(C)C,,,1,0,3.65,Group Prediction Failed
O=C1NC=CC(=O)N1,,,1,0,9.31,Group Prediction Failed
COC(=O)C[C@H](N)C([O-])=O,6,primary_amine_N,1,1,8.50,OK
COC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,5,primary_amine_N,1,1,7.24,OK
COC(=O)[C@@H](N)Cc1ccccc1,5,primary_amine_N,1,1,6.88,OK
COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]2CCC(=O)N2,10,imidazole_pyridine_type_N,1,1,6.34,OK
COC(=O)c1ccc2cccc(O)c2n1,14,imidazole_pyridine_type_N,1,1,9.25,OK
COC(=O)c1ccccc1O,,,1,0,9.97,Group Prediction Failed
COC(=O)c1ccccn1,9,imidazole_pyridine_type_N,1,1,2.21,OK
Nc1ncccn1,0:2:6,primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,3,3.89,Count Mismatch (Groups vs Num)
Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,0:2:4:7,primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,4,3.60,Count Mismatch (Groups vs Num)
Nc1ncnc2n(cnc12)[C@H]3C[C@H](O)[C@@H](CO)O3,0:2:4:7,primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,4,3.77,Count Mismatch (Groups vs Num)
Nc1ncnc2nc[nH]c12,0:2:4:6,primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,4,4.26,Count Mismatch (Groups vs Num)
Nc1sccn1,0:2,primary_amine_N:imidazole_pyridine_type_N,1,2,5.57,Count Mismatch (Groups vs Num)
Nc1scnn1,0:2:3,primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,3,2.78,Count Mismatch (Groups vs Num)
O=C(CC(=O)c1occc1)c2occc2,,,1,0,8.15,Group Prediction Failed
O=C1CCNCCNC(=O)CC(=O)NCCN1,4,secondary_amine_N,1,1,8.11,OK
COc1ccc(cc1)c2ccc(NN)nn2,10:11:12:13,secondary_amine_N:primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,4,5.57,Count Mismatch (Groups vs Num)
COc1cccc(C(O)=O)c1OC,,,1,0,3.50,Group Prediction Failed
COc1cccc(C=O)c1O,,,1,0,7.91,Group Prediction Failed
COc1cccc(N)c1,7,primary_amine_N,1,1,4.21,OK
COc1cccc(O)c1,,,1,0,9.65,Group Prediction Failed
COc1cccc(OCC(O)=O)c1,,,1,0,3.14,Group Prediction Failed
COc1cccc(S)c1,,,1,0,6.38,Group Prediction Failed
COc1cccc(SCC(O)=O)c1,,,1,0,3.28,Group Prediction Failed
COc1ccc(O)cc1,,,1,0,10.09,Group Prediction Failed
COc1ccc(OCC(O)=O)cc1,,,1,0,3.21,Group Prediction Failed
COc1ccc(S)cc1,,,1,0,6.78,Group Prediction Failed
COc1ccc(SCC(O)=O)cc1,,,1,0,3.43,Group Prediction Failed
COc1ccc([Se]CC(O)=O)cc1,,,1,0,3.75,Group Prediction Failed
COc1ccc(cc1)C(=O)N(C)O,,,1,0,8.56,Group Prediction Failed
COc1ccc(cc1)C(=O)NO,,,1,0,8.65,Group Prediction Failed
COc1ccc(cc1)C(O)=O,,,1,0,4.37,Group Prediction Failed
Nc1ccncc1[N+]([O-])=O,0:4,primary_amine_N:imidazole_pyridine_type_N,1,2,5.05,Count Mismatch (Groups vs Num)
COc1ccc(C=O)cc1O,,,1,0,8.89,Group Prediction Failed
COc1ccc(CC(O)=O)cc1,,,1,0,4.36,Group Prediction Failed
COc1ccc(CC(O)=O)cc1OC,,,1,0,4.33,Group Prediction Failed
COc1ccc(CCN)cc1OC,8,primary_amine_N,1,1,9.87,OK
COc1ccc(CN)cc1,7,primary_amine_N,1,1,9.56,OK
COc1ccc(N)c(N)c1,6:8,primary_amine_N:primary_amine_N,1,2,5.10,Count Mismatch (Groups vs Num)
COc1ccc(N)cc1,6,primary_amine_N,1,1,5.36,OK
Nc1cccc(c1)[S](O)(=O)=O,0,primary_amine_N,1,1,3.69,OK
Nc1cccc2cccnc12,0:9,primary_amine_N:imidazole_pyridine_type_N,1,2,3.99,Count Mismatch (Groups vs Num)
Nc1cccc[n+]1[O-],0,primary_amine_N,1,1,2.47,OK
Nc1ccccc1[S](O)(=O)=O,0,primary_amine_N,1,1,2.42,OK
Nc1ccccn1,0:6,primary_amine_N:imidazole_pyridine_type_N,1,2,6.82,Count Mismatch (Groups vs Num)
Nc1cccnc1,0:5,primary_amine_N:imidazole_pyridine_type_N,1,2,6.08,Count Mismatch (Groups vs Num)
Nc1cccnc1[N+]([O-])=O,0:5,primary_amine_N:imidazole_pyridine_type_N,1,2,0.00,Count Mismatch (Groups vs Num)
Nc1ccncc1,0:4,primary_amine_N:imidazole_pyridine_type_N,1,2,9.22,Count Mismatch (Groups vs Num)
CSCC(O)=O,,,1,0,3.63,Group Prediction Failed
CSCCCN,5,primary_amine_N,1,1,10.10,OK
CSCCN,4,primary_amine_N,1,1,9.43,OK
CSCCc1ccccn1,9,imidazole_pyridine_type_N,1,1,5.33,OK
NNC(N)=S,0:1:3,primary_amine_N:secondary_amine_N:primary_amine_N,1,3,1.85,Count Mismatch (Groups vs Num)
NNC(N)=[Se],0:1:3,primary_amine_N:secondary_amine_N:primary_amine_N,1,3,0.90,Count Mismatch (Groups vs Num)
NNc1ccc(nn1)c2ccccc2,0:1:12:13,primary_amine_N:secondary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,4,5.46,Count Mismatch (Groups vs Num)
NNc1ccccn1,0:1:7,primary_amine_N:secondary_amine_N:imidazole_pyridine_type_N,1,3,7.24,Count Mismatch (Groups vs Num)
COc1ccccc1SCC(O)=O,,,1,0,3.48,Group Prediction Failed
COc1ccccc1[Se]CC(O)=O,,,1,0,3.76,Group Prediction Failed
COc1ccccc1c2ccc(NN)nn2,12:13:14:15,secondary_amine_N:primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,4,5.40,Count Mismatch (Groups vs Num)
COc1cccnc1,6,imidazole_pyridine_type_N,1,1,4.89,OK
COc1cccnc1C=O,6,imidazole_pyridine_type_N,1,1,2.89,OK
COc1ccncc1,5,imidazole_pyridine_type_N,1,1,6.47,OK
COc1cnccc1C=O,3,pyridine_nitrogen,1,1,4.45,OK
COc1ncnc2n(cnc12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,3:5:8,imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,3,1.10,Count Mismatch (Groups vs Num)
Nc1ccc(I)cc1,0,primary_amine_N,1,1,3.82,OK
COc1cccc(c1)C(O)=O,,,1,0,3.96,Group Prediction Failed
COc1cccc(c1)c2ccc(NN)nn2,11:12:13:14,secondary_amine_N:primary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,4,5.45,Count Mismatch (Groups vs Num)
COc1ccccc1C(O)=O,,,1,0,3.98,Group Prediction Failed
COc1ccccc1N,8,primary_amine_N,1,1,4.53,OK
COc1ccccc1O,,,1,0,9.98,Group Prediction Failed
COc1ccccc1OCC(O)=O,,,1,0,3.23,Group Prediction Failed
COc1ccccc1S,,,1,0,6.89,Group Prediction Failed
COc1cccc([Se]CC(O)=O)c1,,,1,0,3.62,Group Prediction Failed
N[C@@H](Cc1ccccc1)C(N)=O,4,primary_amine_N,1,1,7.26,OK
N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,0,primary_amine_N,1,1,7.54,OK
N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,0,primary_amine_N,1,1,7.42,OK
N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,0,primary_amine_N,1,1,7.67,OK
Nc1[nH]c2ccccc2n1,0:2,primary_amine_N:imidazole_pyridine_type_N,1,2,7.45,Count Mismatch (Groups vs Num)
Nc1cc[nH]n1,0:5,primary_amine_N:imidazole_pyridine_type_N,1,2,3.95,Count Mismatch (Groups vs Num)
Nc1ccc(Br)cn1,0:7,primary_amine_N:imidazole_pyridine_type_N,1,2,4.91,Count Mismatch (Groups vs Num)
NCCCCCCO,0,primary_amine_N,1,1,10.81,OK
NCCCCCO,0,primary_amine_N,1,1,10.76,OK
NCCCCC[S](O)(=O)=O,0,primary_amine_N,1,1,10.46,OK
NCCCCCc1ccccc1,0,primary_amine_N,1,1,10.55,OK
NCCCCO,0,primary_amine_N,1,1,10.46,OK
NCC(=O)NCC(N)=O,0,primary_amine_N,1,1,7.78,OK
NCC(=O)NCCC(N)=O,0,primary_amine_N,1,1,7.83,OK
NCC(N)=O,0,primary_amine_N,1,1,8.09,OK
NCCC[S](O)(=O)=O,0,primary_amine_N,1,1,9.74,OK
NCCCc1ccccc1,0,primary_amine_N,1,1,10.34,OK
NCCO,0,primary_amine_N,1,1,9.64,OK
NCCCC[S](O)(=O)=O,0,primary_amine_N,1,1,10.24,OK
NCCCCc1ccccc1,0,primary_amine_N,1,1,10.52,OK
NCCC(=O)NCC(N)=O,0,primary_amine_N,1,1,9.14,OK
NCCC(=O)NCCC(N)=O,0,primary_amine_N,1,1,9.21,OK
NCCC(N)=O,0,primary_amine_N,1,1,9.20,OK
NCc1ccccc1,0,primary_amine_N,1,1,9.41,OK
CSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,10,primary_amine_N,1,1,9.08,OK
CSc1[nH]nnn1,3:4:5,imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,3,4.00,Count Mismatch (Groups vs Num)
CSc1ccc(cc1)C(O)=O,,,1,0,3.90,Group Prediction Failed
CSc1cccc2cccnc12,10,imidazole_pyridine_type_N,1,1,3.42,OK
CSc1ccccc1S,,,1,0,5.75,Group Prediction Failed
CSc1ncnc2n(cnc12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,3:5:8,imidazole_pyridine_type_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,3,1.10,Count Mismatch (Groups vs Num)
NCCCO,0,primary_amine_N,1,1,10.30,OK
NNc1nncc2ccccc12,0:1:3:4,primary_amine_N:secondary_amine_N:imidazole_pyridine_type_N:imidazole_pyridine_type_N,1,4,6.86,Count Mismatch (Groups vs Num)
NO,0,primary_amine_N,1,1,6.04,OK
N[C@@H](CO)C(N)=O,4,primary_amine_N,1,1,7.18,OK
