Metal ion,Ligand,Formula,Ligand class,Equilibrium,Temperature (C),Ionic strength,Value type,Value,Note,SMILES,max_eq_num,AcidCount,AmineCount,PhenolCount,PyridineCount,MonoPhosphateCount,ImidazoleNHCount,CyclicAmineCount,Ligand_class_id,molecular_weight,HBD,HBA,logP,TPSA
H⁺,Glycine ethyl ester,C4H9N1O2,Aliphatic amines,[HL]/[L][H],30,1.0,Log K,7.66,,CCOC(=O)CN,1,0,1,0,0,0,0,0,8,103.121,1,3,-0.4918,52.32
H⁺,Glycine butyl ester,C6H13N1O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.78,,CCCCOC(=O)CN,1,0,1,0,0,0,0,0,8,131.175,1,3,0.2884,52.32
H⁺,DL-Alanine methyl ester,C4H9N1O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.76,,COC(=O)C(C)N,1,0,1,0,0,0,0,0,8,103.121,1,3,-0.4934,52.32
H⁺,DL-Alanine ethyl ester,C5H11N1O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.91,,CCOC(=O)C(C)N,1,0,1,0,0,0,0,0,8,117.148,1,3,-0.1033,52.32
H⁺,DL-Norvaline methyl ester,C6H13N1O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.66,,CCCC(N)C(=O)OC,1,0,1,0,0,0,0,0,8,131.175,1,3,0.2868,52.32
H⁺,DL-Norleucine methyl ester,C7H15N1O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.68,,CCCCC(N)C(=O)OC,1,0,1,0,0,0,0,0,8,145.202,1,3,0.6769,52.32
H⁺,DL-Valine methyl ester,C6H13N1O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.48,,COC(=O)C(N)C(C)C,1,0,1,0,0,0,0,0,8,131.175,1,3,0.1427,52.32
H⁺,DL-Valine ethyl ester,C7H15N1O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.75,,CCOC(=O)C(N)C(C)C,1,0,1,0,0,0,0,0,8,145.202,1,3,0.5328,52.32
H⁺,DL-Leucine methyl ester,C7H15N1O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.63,,COC(=O)C(N)CC(C)C,1,0,1,0,0,0,0,0,8,145.202,1,3,0.5328,52.32
H⁺,DL-Leucine ethyl ester,C8H17N1O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.65,,CCOC(=O)C(N)CC(C)C,1,0,1,0,0,0,0,0,8,159.229,1,3,0.9229,52.32
H⁺,DL-Isoleucine methyl ester,C7H15N1O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.54,,CCC(C)C(N)C(=O)OC,1,0,1,0,0,0,0,0,8,145.202,1,3,0.5328,52.32
H⁺,L-Phenylalanine methyl ester,C10H13N1O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.03,,COC(=O)[C@@H](N)Cc1ccccc1,1,0,1,0,0,0,0,0,8,179.219,1,3,0.7294,52.32
H⁺,L-Phenylalanine methyl ester,C10H13N1O2,Aliphatic amines,[HL]/[L][H],37,0.15,Log K,6.72,,COC(=O)[C@@H](N)Cc1ccccc1,1,0,1,0,0,0,0,0,8,179.219,1,3,0.7294,52.32
H⁺,DL-Phenylalanine ethyl ester,C11H15N1O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.12,,CCOC(=O)C(N)Cc1ccccc1,1,0,1,0,0,0,0,0,8,193.246,1,3,1.1195,52.32
H⁺,DL-Glutamic acid dimethyl ester,C7H13N1O4,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.03,,COC(=O)CCC(N)C(=O)OC,1,0,1,0,0,0,0,0,8,175.184,1,5,-0.5601,78.62
H⁺,DL-Glutamic acid diethyl ester,C9H17N1O4,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,7.035,,CCOC(=O)CCC(N)C(=O)OCC,1,0,1,0,0,0,0,0,8,203.238,1,5,0.2201,78.62
H⁺,3-Aminopropanoic acid methyl ester,C4H9N1O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.17,,COC(=O)CCN,1,0,1,0,0,0,0,0,8,103.121,1,3,-0.4918,52.32
H⁺,3-Aminopropanoic acid ethyl ester (beta-Alanine ethyl ester),C5H11N1O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.18,,CCOC(=O)CCN,1,0,1,0,0,0,0,0,8,117.148,1,3,-0.1017,52.32
H⁺,4-Aminobutanoic acid methyl ester,C5H11N1O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.84,,COC(=O)CCCN,1,0,1,0,0,0,0,0,8,117.148,1,3,-0.1017,52.32
H⁺,4-Aminobutanoic acid ethyl ester,C6H13N1O2,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,9.71,,CCOC(=O)CCCN,1,0,1,0,0,0,0,0,8,131.175,1,3,0.2884,52.32
H⁺,5-Aminopentanoic acid ethyl ester,C7H15N1O2,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,10.151,,CCOC(=O)CCCCN,1,0,1,0,0,0,0,0,8,145.202,1,3,0.6785,52.32
H⁺,Glycinamide,C2H6N2O1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.98,,NCC(N)=O,1,0,2,0,0,0,0,0,8,74.083,2,2,-1.5696,69.11
H⁺,Glycinamide,C2H6N2O1,Aliphatic amines,[HL]/[L][H],25,1.0,Log K,8.2,NaClO₄ used as background electrolyte.,NCC(N)=O,1,0,2,0,0,0,0,0,8,74.083,2,2,-1.5696,69.11
H⁺,Glycine ethylamide,C4H10N2O1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,8.19,,CCNC(=O)CN,1,0,1,0,0,0,0,0,8,102.137,2,2,-0.9188,55.12
H⁺,Glycine diethylamide,C6H14N2O1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,8.45,,CCN(CC)C(=O)CN,1,0,1,0,0,0,0,0,8,130.191,1,2,-0.1865,46.33
H⁺,L-Alaninamide,C3H8N2O1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,8.03,,C[C@H](N)C(N)=O,1,0,2,0,0,0,0,0,8,88.11,2,2,-1.1811,69.11
H⁺,2-Methylalaninamide,C4H10N2O1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,8.06,,CC(C)(N)C(N)=O,1,0,2,0,0,0,0,0,8,102.137,2,2,-0.791,69.11
H⁺,L-Valinamide,C5H12N2O1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.72,,CC(C)[C@H](N)C(N)=O,1,0,2,0,0,0,0,0,8,116.164,2,2,-0.545,69.11
H⁺,L-Leucine methylamide,C7H16N2O1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.72,,CNC(=O)[C@@H](N)CC(C)C,1,0,1,0,0,0,0,0,8,144.218,2,2,0.1058,55.12
H⁺,L-Phenylalaninamide,C9H12N2O1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.26,,N[C@@H](Cc1ccccc1)C(N)=O,1,0,2,0,0,0,0,0,8,164.208,2,2,0.0417,69.11
H⁺,beta-Alaninamide,C3H8N2O1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.2,,NCCC(N)=O,1,0,2,0,0,0,0,0,8,88.11,2,2,-1.1795,69.11
H⁺,beta-Alanine diethylamide,C7H16N2O1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.44,,CCN(CC)C(=O)CCN,1,0,1,0,0,0,0,0,8,144.218,1,2,0.2036,46.33
H⁺,Prolinamide,C5H10N2O1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,8.69,,NC(=O)[C@@H]1CCCN1,1,0,1,0,0,0,0,1,8,114.148,2,2,-0.7763,55.12
H⁺,Glycylglycinamide,C4H9N3O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.78,,NCC(=O)NCC(N)=O,1,0,2,0,0,0,0,0,8,131.135,3,3,-2.4534,98.21
H⁺,Glycyl-beta-alaninamide,C5H11N3O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.83,,NCC(=O)NCCC(N)=O,1,0,2,0,0,0,0,0,8,145.162,3,3,-2.0633,98.21
H⁺,beta-Alanylglycinamide,C5H11N3O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.14,,NCCC(=O)NCC(N)=O,1,0,2,0,0,0,0,0,8,145.162,3,3,-2.0633,98.21
H⁺,beta-Alanyl-beta-alaninamide,C6H13N3O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.21,,NCCC(=O)NCCC(N)=O,1,0,2,0,0,0,0,0,8,159.189,3,3,-1.6732,98.21
H⁺,DL-Alanyl-2-methylalaninamide,C7H15N3O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.93,,CC(N)C(=O)NC(C)(C)C(N)=O,1,0,2,0,0,0,0,0,8,173.216,3,3,-1.2863,98.21
H⁺,2-Methylalanyl-2-methylalaninamide,C8H17N3O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.93,,CC(C)(N)C(=O)NC(C)(C)C(N)=O,1,0,2,0,0,0,0,0,8,187.243,3,3,-0.8962,98.21
H⁺,Glycylglycylglycinamide,C6H12N4O3,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.75,,NCC(=O)NCC(=O)NCC(N)=O,1,0,2,0,0,0,0,0,8,188.187,4,4,-3.3372,127.31
H⁺,2-Methylalanyl-2-methylalanyl-2-methylalaninamide,C12H24N4O3,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.76,,CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(N)=O,1,0,2,0,0,0,0,0,8,272.349,4,4,-1.0014,127.31
H⁺,L-Serine amide,C3H8N2O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.18,,N[C@@H](CO)C(N)=O,1,0,2,0,0,0,0,0,8,104.109,3,3,-2.2087,89.34
H⁺,Glycylglycine methyl ester,C5H10N2O3,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.78,,COC(=O)CNC(=O)CN,1,0,1,0,0,0,0,0,8,146.146,2,4,-1.7657,81.42
H⁺,Glycylglycine ethyl ester,C6H12N2O3,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,7.76,,CCOC(=O)CNC(=O)CN,1,0,1,0,0,0,0,0,8,160.173,2,4,-1.3756,81.42
H⁺,Glycylglycine ethyl ester,C6H12N2O3,Aliphatic amines,[HL]/[L][H],25,0.0,Log K,7.71,,CCOC(=O)CNC(=O)CN,1,0,1,0,0,0,0,0,8,160.173,2,4,-1.3756,81.42
H⁺,Glycylsarcosine methyl ester,C6H12N2O3,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,8.01,,COC(=O)CN(C)C(=O)CN,1,0,1,0,0,0,0,0,8,160.173,1,4,-1.4235,72.63
H⁺,Aminoacetohydroxamic acid (Glycinehydroxamic acid),C2H6N2O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.18,,NCC(=O)NO,2,0,1,0,0,0,0,0,8,90.082,3,3,-1.5495,75.35
H⁺,Aminoacetohydroxamic acid (Glycinehydroxamic acid),C2H6N2O2,Aliphatic amines,[HL]/[L][H],20,0.1,Log K,9.26,,NCC(=O)NO,2,0,1,0,0,0,0,0,8,90.082,3,3,-1.5495,75.35
H⁺,Aminoacetohydroxamic acid (Glycinehydroxamic acid),C2H6N2O2,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,9.1,,NCC(=O)NO,2,0,1,0,0,0,0,0,8,90.082,3,3,-1.5495,75.35
H⁺,Aminoacetohydroxamic acid (Glycinehydroxamic acid),C2H6N2O2,Aliphatic amines,[H₂L]/[HL][H],25,0.1,Log K,7.45,,NCC(=O)NO,2,0,1,0,0,0,0,0,8,90.082,3,3,-1.5495,75.35
H⁺,Aminoacetohydroxamic acid (Glycinehydroxamic acid),C2H6N2O2,Aliphatic amines,[H₂L]/[HL][H],20,0.1,Log K,7.5,,NCC(=O)NO,2,0,1,0,0,0,0,0,8,90.082,3,3,-1.5495,75.35
H⁺,Aminoacetohydroxamic acid (Glycinehydroxamic acid),C2H6N2O2,Aliphatic amines,[H₂L]/[HL][H],25,0.5,Log K,7.48,,NCC(=O)NO,2,0,1,0,0,0,0,0,8,90.082,3,3,-1.5495,75.35
H⁺,L-2-Aminopropanohydroxamic acid (Alaninehydroxamic acid),C3H8N2O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.15,,C[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,104.109,3,3,-1.161,75.35
H⁺,L-2-Aminopropanohydroxamic acid (Alaninehydroxamic acid),C3H8N2O2,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,9.18,KCl used as background electrolyte.,C[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,104.109,3,3,-1.161,75.35
H⁺,L-2-Aminopropanohydroxamic acid (Alaninehydroxamic acid),C3H8N2O2,Aliphatic amines,[HL]/[L][H],25,1.0,Log K,9.19,KCl used as background electrolyte.,C[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,104.109,3,3,-1.161,75.35
H⁺,L-2-Aminopropanohydroxamic acid (Alaninehydroxamic acid),C3H8N2O2,Aliphatic amines,[H₂L]/[HL][H],25,0.1,Log K,7.26,,C[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,104.109,3,3,-1.161,75.35
H⁺,L-2-Aminopropanohydroxamic acid (Alaninehydroxamic acid),C3H8N2O2,Aliphatic amines,[H₂L]/[HL][H],25,0.5,Log K,7.44,KCl used as background electrolyte.,C[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,104.109,3,3,-1.161,75.35
H⁺,L-2-Aminopropanohydroxamic acid (Alaninehydroxamic acid),C3H8N2O2,Aliphatic amines,[H₂L]/[HL][H],25,1.0,Log K,7.4,KCl used as background electrolyte.,C[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,104.109,3,3,-1.161,75.35
H⁺,DL-2-Aminopentanohydroxamic acid (Norvalinehydroxamic acid),C5H12N2O2,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,9.13,,CCC[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,132.163,3,3,-0.3808,75.35
H⁺,DL-2-Aminopentanohydroxamic acid (Norvalinehydroxamic acid),C5H12N2O2,Aliphatic amines,[H₂L]/[HL][H],25,0.5,Log K,7.34,,CCC[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,132.163,3,3,-0.3808,75.35
H⁺,DL-2-Aminohexanohydroxamic acid (Norleucinehydroxamic acid),C6H14N2O2,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,9.14,,CCCC[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,146.19,3,3,0.0093,75.35
H⁺,DL-2-Aminohexanohydroxamic acid (Norleucinehydroxamic acid),C6H14N2O2,Aliphatic amines,[H₂L]/[HL][H],25,0.5,Log K,7.33,,CCCC[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,146.19,3,3,0.0093,75.35
H⁺,L-2-Amino-4-methylpentanohydroxamic acid (Leucinehydroxamic acid),C6H14N2O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.1,,CC(C)C[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,146.19,3,3,-0.1348,75.35
H⁺,L-2-Amino-4-methylpentanohydroxamic acid (Leucinehydroxamic acid),C6H14N2O2,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,9.15,,CC(C)C[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,146.19,3,3,-0.1348,75.35
H⁺,L-2-Amino-4-methylpentanohydroxamic acid (Leucinehydroxamic acid),C6H14N2O2,Aliphatic amines,[H₂L]/[HL][H],25,0.1,Log K,7.14,,CC(C)C[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,146.19,3,3,-0.1348,75.35
H⁺,L-2-Amino-4-methylpentanohydroxamic acid (Leucinehydroxamic acid),C6H14N2O2,Aliphatic amines,[H₂L]/[HL][H],25,0.5,Log K,7.26,,CC(C)C[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,146.19,3,3,-0.1348,75.35
H⁺,L-2-Amino-3-methylpentanohydroxamic acid (Isoleucinehydroxamic acid),C6H14N2O2,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,9.15,,CC[C@H](C)[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,146.19,3,3,-0.1348,75.35
H⁺,L-2-Amino-3-methylpentanohydroxamic acid (Isoleucinehydroxamic acid),C6H14N2O2,Aliphatic amines,[H₂L]/[HL][H],25,0.5,Log K,7.25,,CC[C@H](C)[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,146.19,3,3,-0.1348,75.35
H⁺,DL-2-Amino-3-phenylpropanohydroxamic acid (Phenylalaninehydroxamic acid),C9H12N2O2,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,9.01,,N[C@@H](Cc1ccccc1)C(=O)NO,2,0,1,0,0,0,0,0,8,180.207,3,3,0.0618,75.35
H⁺,DL-2-Amino-3-phenylpropanohydroxamic acid (Phenylalaninehydroxamic acid),C9H12N2O2,Aliphatic amines,[H₂L]/[HL][H],25,0.5,Log K,6.89,,N[C@@H](Cc1ccccc1)C(=O)NO,2,0,1,0,0,0,0,0,8,180.207,3,3,0.0618,75.35
H⁺,3-Aminopropanohydroxamic acid (beta-Alaninehydroxamic acid),C3H8N2O2,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.59,,NCCC(=O)NO,2,0,1,0,0,0,0,0,8,104.109,3,3,-1.1594,75.35
H⁺,3-Aminopropanohydroxamic acid (beta-Alaninehydroxamic acid),C3H8N2O2,Aliphatic amines,[HL]/[L][H],25,1.0,Log K,9.63,,NCCC(=O)NO,2,0,1,0,0,0,0,0,8,104.109,3,3,-1.1594,75.35
H⁺,3-Aminopropanohydroxamic acid (beta-Alaninehydroxamic acid),C3H8N2O2,Aliphatic amines,[H₂L]/[HL][H],25,0.1,Log K,8.32,,NCCC(=O)NO,2,0,1,0,0,0,0,0,8,104.109,3,3,-1.1594,75.35
H⁺,3-Aminopropanohydroxamic acid (beta-Alaninehydroxamic acid),C3H8N2O2,Aliphatic amines,[H₂L]/[HL][H],25,1.0,Log K,8.37,,NCCC(=O)NO,2,0,1,0,0,0,0,0,8,104.109,3,3,-1.1594,75.35
H⁺,L-2-Amino-3-(4-hydroxyphenyl)propanohydroxamic acid (Tyrosinehydroxamic acid),C9H12N2O3,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,9.93,,N[C@@H](Cc1ccc(O)cc1)C(=O)NO,3,0,1,1,0,0,0,0,8,196.206,4,4,-0.2326,95.58
H⁺,L-2-Amino-3-(4-hydroxyphenyl)propanohydroxamic acid (Tyrosinehydroxamic acid),C9H12N2O3,Aliphatic amines,[H₂L]/[HL][H],25,0.5,Log K,8.92,,N[C@@H](Cc1ccc(O)cc1)C(=O)NO,3,0,1,1,0,0,0,0,8,196.206,4,4,-0.2326,95.58
H⁺,L-2-Amino-3-(4-hydroxyphenyl)propanohydroxamic acid (Tyrosinehydroxamic acid),C9H12N2O3,Aliphatic amines,[H₃L]/[H₂L][H],25,0.5,Log K,6.96,,N[C@@H](Cc1ccc(O)cc1)C(=O)NO,3,0,1,1,0,0,0,0,8,196.206,4,4,-0.2326,95.58
H⁺,DL-2-Amino-3-hydroxypropanohydroxamic acid (Serinehydroxamic acid),C3H8N2O3,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,9.04,,N[C@@H](CO)C(=O)NO,2,0,1,0,0,0,0,0,8,120.108,4,4,-2.1886,95.58
H⁺,DL-2-Amino-3-hydroxypropanohydroxamic acid (Serinehydroxamic acid),C3H8N2O3,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,8.9,,N[C@@H](CO)C(=O)NO,2,0,1,0,0,0,0,0,8,120.108,4,4,-2.1886,95.58
H⁺,DL-2-Amino-3-hydroxypropanohydroxamic acid (Serinehydroxamic acid),C3H8N2O3,Aliphatic amines,[H₂L]/[HL][H],25,0.1,Log K,6.8,,N[C@@H](CO)C(=O)NO,2,0,1,0,0,0,0,0,8,120.108,4,4,-2.1886,95.58
H⁺,DL-2-Amino-3-hydroxypropanohydroxamic acid (Serinehydroxamic acid),C3H8N2O3,Aliphatic amines,[H₂L]/[HL][H],25,0.5,Log K,6.77,,N[C@@H](CO)C(=O)NO,2,0,1,0,0,0,0,0,8,120.108,4,4,-2.1886,95.58
H⁺,DL-2-Amino-3-hydroxybutanohydroxamic acid (Threoninehydroxamic acid),C4H10N2O3,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,8.89,,C[C@@H](O)[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,134.135,4,4,-1.8001,95.58
H⁺,DL-2-Amino-3-hydroxybutanohydroxamic acid (Threoninehydroxamic acid),C4H10N2O3,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,8.87,,C[C@@H](O)[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,134.135,4,4,-1.8001,95.58
H⁺,DL-2-Amino-3-hydroxybutanohydroxamic acid (Threoninehydroxamic acid),C4H10N2O3,Aliphatic amines,[H₂L]/[HL][H],25,0.1,Log K,6.92,,C[C@@H](O)[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,134.135,4,4,-1.8001,95.58
H⁺,DL-2-Amino-3-hydroxybutanohydroxamic acid (Threoninehydroxamic acid),C4H10N2O3,Aliphatic amines,[H₂L]/[HL][H],25,0.5,Log K,6.77,,C[C@@H](O)[C@H](N)C(=O)NO,2,0,1,0,0,0,0,0,8,134.135,4,4,-1.8001,95.58
H⁺,DL-2-Amino-3-(3-indole)propanohydroxamic acid (Tryptophanhydroxamic acid),C11H13N3O2,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,9.09,,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NO,2,0,1,0,0,0,0,0,8,219.244,4,3,0.5431,91.14
H⁺,DL-2-Amino-3-(3-indole)propanohydroxamic acid (Tryptophanhydroxamic acid),C11H13N3O2,Aliphatic amines,[H₂L]/[HL][H],25,0.5,Log K,7.04,,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NO,2,0,1,0,0,0,0,0,8,219.244,4,3,0.5431,91.14
H⁺,L-2-Amino-5-guanidopentanohydroxamic acid (Argininehydroxamic acid),C6H15N5O2,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,13.23,,N[C@@H](CCCNC(N)=N)C(=O)NO,3,0,2,0,0,0,0,0,8,189.219,6,4,-1.9176,137.25
H⁺,L-2-Amino-5-guanidopentanohydroxamic acid (Argininehydroxamic acid),C6H15N5O2,Aliphatic amines,[H₂L]/[HL][H],25,0.5,Log K,8.84,,N[C@@H](CCCNC(N)=N)C(=O)NO,3,0,2,0,0,0,0,0,8,189.219,6,4,-1.9176,137.25
H⁺,L-2-Amino-5-guanidopentanohydroxamic acid (Argininehydroxamic acid),C6H15N5O2,Aliphatic amines,[H₃L]/[H₂L][H],25,0.5,Log K,6.88,,N[C@@H](CCCNC(N)=N)C(=O)NO,3,0,2,0,0,0,0,0,8,189.219,6,4,-1.9176,137.25
H⁺,Glycylglycinehydroxamic acid,C4H9N3O3,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,8.4,,NCC(=O)NCC(=O)NO,2,0,1,0,0,0,0,0,8,147.134,4,4,-2.4333,104.45
H⁺,Glycylglycinehydroxamic acid,C4H9N3O3,Aliphatic amines,[H₂L]/[HL][H],25,0.1,Log K,7.52,,NCC(=O)NCC(=O)NO,2,0,1,0,0,0,0,0,8,147.134,4,4,-2.4333,104.45
H⁺,Glycylglycylglycinehydroxamic acid,C6H12N4O4,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,8.4,,NCC(=O)NCC(=O)NCC(=O)NO,2,0,1,0,0,0,0,0,8,204.186,5,5,-3.3171,133.55
H⁺,Glycylglycylglycinehydroxamic acid,C6H12N4O4,Aliphatic amines,[H₂L]/[HL][H],25,0.1,Log K,7.51,,NCC(=O)NCC(=O)NCC(=O)NO,2,0,1,0,0,0,0,0,8,204.186,5,5,-3.3171,133.55
H⁺,2-Amino-2-methylbutan-3-one oxime,C5H12N2O1,Aliphatic amines,[HL]/[L][H],25,0.5,Log K,8.99,,CC(=NO)C(C)(C)N,1,0,1,0,0,0,0,0,8,116.164,2,3,0.5738,58.61
H⁺,2-Aminoacetamidoxime,C2H7N3O1,Aliphatic amines,[HL]/[L][H],25,1.0,Log K,7.94,,NCC(N)=NO,2,0,2,0,0,0,0,0,8,89.098,3,3,-1.3085,84.63
H⁺,2-Aminoacetamidoxime,C2H7N3O1,Aliphatic amines,[H₂L]/[HL][H],25,1.0,Log K,2.47,,NCC(N)=NO,2,0,2,0,0,0,0,0,8,89.098,3,3,-1.3085,84.63
H⁺,2-Aminoethanethiol (2-Mercaptoethylamine),C2H7N1S1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,10.73,,NCCS,2,0,1,0,0,0,0,0,8,77.152,2,2,-0.1251,26.02
H⁺,2-Aminoethanethiol (2-Mercaptoethylamine),C2H7N1S1,Aliphatic amines,[HL]/[L][H],20,0.5,Log K,10.81,,NCCS,2,0,1,0,0,0,0,0,8,77.152,2,2,-0.1251,26.02
H⁺,2-Aminoethanethiol (2-Mercaptoethylamine),C2H7N1S1,Aliphatic amines,[HL]/[L][H],30,1.0,Log K,10.69,,NCCS,2,0,1,0,0,0,0,0,8,77.152,2,2,-0.1251,26.02
H⁺,2-Aminoethanethiol (2-Mercaptoethylamine),C2H7N1S1,Aliphatic amines,[H₂L]/[HL][H],25,0.1,Log K,8.21,,NCCS,2,0,1,0,0,0,0,0,8,77.152,2,2,-0.1251,26.02
H⁺,2-Aminoethanethiol (2-Mercaptoethylamine),C2H7N1S1,Aliphatic amines,[H₂L]/[HL][H],20,0.5,Log K,8.39,,NCCS,2,0,1,0,0,0,0,0,8,77.152,2,2,-0.1251,26.02
H⁺,2-Aminoethanethiol (2-Mercaptoethylamine),C2H7N1S1,Aliphatic amines,[H₂L]/[HL][H],30,1.0,Log K,8.28,,NCCS,2,0,1,0,0,0,0,0,8,77.152,2,2,-0.1251,26.02
H⁺,L-Cysteine methyl ester,C4H9N1O2S1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,8.93,,COC(=O)[C@@H](N)CS,2,0,1,0,0,0,0,0,8,135.188,2,4,-0.5835,52.32
H⁺,L-Cysteine methyl ester,C4H9N1O2S1,Aliphatic amines,[H₂L]/[HL][H],25,0.1,Log K,6.53,,COC(=O)[C@@H](N)CS,2,0,1,0,0,0,0,0,8,135.188,2,4,-0.5835,52.32
H⁺,L-Cysteine ethyl ester,C5H11N1O2S1,Aliphatic amines,[HL]/[L][H],25,0.1,Log K,8.96,,CCOC(=O)[C@@H](N)CS,2,0,1,0,0,0,0,0,8,149.215,2,4,-0.1934,52.32
H⁺,L-Cysteine ethyl ester,C5H11N1O2S1,Aliphatic amines,[HL]/[L][H],30,0.5,Log K,8.91,,CCOC(=O)[C@@H](N)CS,2,0,1,0,0,0,0,0,8,149.215,2,4,-0.1934,52.32
H⁺,L-Cysteine ethyl ester,C5H11N1O2S1,Aliphatic amines,[H₂L]/[HL][H],25,0.1,Log K,6.55,,CCOC(=O)[C@@H](N)CS,2,0,1,0,0,0,0,0,8,149.215,2,4,-0.1934,52.32
H⁺,L-Cysteine ethyl ester,C5H11N1O2S1,Aliphatic amines,[H₂L]/[HL][H],30,0.5,Log K,6.39,,CCOC(=O)[C@@H](N)CS,2,0,1,0,0,0,0,0,8,149.215,2,4,-0.1934,52.32
