SMILES,pKa,Dissociable_Atoms,Functional_Group,Name,Dissociable_Atoms_Ordered,Functional_Group_Ordered,Dissociation_Order
NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,6.0,27:0:4:9,carboxylic_acid:amine_primary:amine_secondary:amine_secondary,Glycyl-L-histidylglycyl-L-histidine,27:0:4:9,carboxylic_acid:amine_primary:amine_secondary:amine_secondary,27(carboxylic_acid) > 0(amine_primary) > 4(amine_secondary) > 9(amine_secondary)
NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,2.57,27:0:4:9,carboxylic_acid:amine_primary:amine_secondary:amine_secondary,Glycyl-L-histidylglycyl-L-histidine,27:0:4:9,carboxylic_acid:amine_primary:amine_secondary:amine_secondary,27(carboxylic_acid) > 0(amine_primary) > 4(amine_secondary) > 9(amine_secondary)
C[C@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,7.19,29:2,carboxylic_acid:amine_secondary,N-(2-Methyl-2-propyloxycarbonyl)-L-alanylglycylglycyl-L-histidine,29:2,carboxylic_acid:amine_secondary,29(carboxylic_acid) > 2(amine_secondary)
C[C@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,2.83,29:2,carboxylic_acid:amine_secondary,N-(2-Methyl-2-propyloxycarbonyl)-L-alanylglycylglycyl-L-histidine,29:2,carboxylic_acid:amine_secondary,29(carboxylic_acid) > 2(amine_secondary)
COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CNC(=O)[C@H](C)N,8.05,24:8,amine_primary:amine_secondary,L-Alanylglycylglycyl-L-histidine methylester,24:8,amine_primary:amine_secondary,24(amine_primary) > 8(amine_secondary)
COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CNC(=O)[C@H](C)N,6.62,24:8,amine_primary:amine_secondary,L-Alanylglycylglycyl-L-histidine methylester,24:8,amine_primary:amine_secondary,24(amine_primary) > 8(amine_secondary)
C[C@H](N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,8.16,25:2:5,carboxylic_acid:amine_primary:amine_secondary,L-Alanylglycyl-L-prolyl-L-histidine,25:2:5,carboxylic_acid:amine_primary:amine_secondary,25(carboxylic_acid) > 2(amine_primary) > 5(amine_secondary)
C[C@H](N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,6.8,25:2:5,carboxylic_acid:amine_primary:amine_secondary,L-Alanylglycyl-L-prolyl-L-histidine,25:2:5,carboxylic_acid:amine_primary:amine_secondary,25(carboxylic_acid) > 2(amine_primary) > 5(amine_secondary)
C[C@H](N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,2.63,25:2:5,carboxylic_acid:amine_primary:amine_secondary,L-Alanylglycyl-L-prolyl-L-histidine,25:2:5,carboxylic_acid:amine_primary:amine_secondary,25(carboxylic_acid) > 2(amine_primary) > 5(amine_secondary)
NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,7.85,19:0,carboxylic_acid:amine_primary,Glycylglycylglycylglycylglycine (Pentaglycine),19:0,carboxylic_acid:amine_primary,19(carboxylic_acid) > 0(amine_primary)
NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,7.86,19:0,carboxylic_acid:amine_primary,Glycylglycylglycylglycylglycine (Pentaglycine),19:0,carboxylic_acid:amine_primary,19(carboxylic_acid) > 0(amine_primary)
NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,3.27,19:0,carboxylic_acid:amine_primary,Glycylglycylglycylglycylglycine (Pentaglycine),19:0,carboxylic_acid:amine_primary,19(carboxylic_acid) > 0(amine_primary)
NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,3.05,19:0,carboxylic_acid:amine_primary,Glycylglycylglycylglycylglycine (Pentaglycine),19:0,carboxylic_acid:amine_primary,19(carboxylic_acid) > 0(amine_primary)
C[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN)C(O)=O,7.86,20:18,carboxylic_acid:amine_primary,Glycylglycylglycylglycyl-L-alanine,20:18,carboxylic_acid:amine_primary,20(carboxylic_acid) > 18(amine_primary)
C[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN)C(O)=O,3.37,20:18,carboxylic_acid:amine_primary,Glycylglycylglycylglycyl-L-alanine,20:18,carboxylic_acid:amine_primary,20(carboxylic_acid) > 18(amine_primary)
C[C@H](N)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,7.86,20:2,carboxylic_acid:amine_primary,L-Alanylglycylglycylglycylglycine,20:2,carboxylic_acid:amine_primary,20(carboxylic_acid) > 2(amine_primary)
C[C@H](N)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,3.38,20:2,carboxylic_acid:amine_primary,L-Alanylglycylglycylglycylglycine,20:2,carboxylic_acid:amine_primary,20(carboxylic_acid) > 2(amine_primary)
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,8.36,25:0,carboxylic_acid:amine_primary,Glycyl-L-prolylglycyl-L-prolylglycine,25:0,carboxylic_acid:amine_primary,25(carboxylic_acid) > 0(amine_primary)
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,3.31,25:0,carboxylic_acid:amine_primary,Glycyl-L-prolylglycyl-L-prolylglycine,25:0,carboxylic_acid:amine_primary,25(carboxylic_acid) > 0(amine_primary)
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(O)=O)C(O)=O,8.53,27:30:0,carboxylic_acid:carboxylic_acid:amine_primary,Glycyl-L-prolylglycyl-L-prolylglutamic acid,27:30:0,carboxylic_acid:carboxylic_acid:amine_primary,27(carboxylic_acid) > 30(carboxylic_acid) > 0(amine_primary)
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(O)=O)C(O)=O,4.4,27:30:0,carboxylic_acid:carboxylic_acid:amine_primary,Glycyl-L-prolylglycyl-L-prolylglutamic acid,27:30:0,carboxylic_acid:carboxylic_acid:amine_primary,27(carboxylic_acid) > 30(carboxylic_acid) > 0(amine_primary)
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(O)=O)C(O)=O,2.46,27:30:0,carboxylic_acid:carboxylic_acid:amine_primary,Glycyl-L-prolylglycyl-L-prolylglutamic acid,27:30:0,carboxylic_acid:carboxylic_acid:amine_primary,27(carboxylic_acid) > 30(carboxylic_acid) > 0(amine_primary)
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,8.29,30:0,carboxylic_acid:amine_primary,Glycyl-L-prolylglycyl-L-prolyl-L-glutamine,30:0,carboxylic_acid:amine_primary,30(carboxylic_acid) > 0(amine_primary)
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,3.22,30:0,carboxylic_acid:amine_primary,Glycyl-L-prolylglycyl-L-prolyl-L-glutamine,30:0,carboxylic_acid:amine_primary,30(carboxylic_acid) > 0(amine_primary)
N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,7.47,32:0,carboxylic_acid:amine_primary,L-Arginyl-L-prolylglycyl-L-prolylglycine,32:0,carboxylic_acid:amine_primary,32(carboxylic_acid) > 0(amine_primary)
N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,3.39,32:0,carboxylic_acid:amine_primary,L-Arginyl-L-prolylglycyl-L-prolylglycine,32:0,carboxylic_acid:amine_primary,32(carboxylic_acid) > 0(amine_primary)
NCC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,8.3,25:0,carboxylic_acid:amine_primary,Glycyl-L-prolyl-L-prolylglycylglycine,25:0,carboxylic_acid:amine_primary,25(carboxylic_acid) > 0(amine_primary)
NCC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,3.28,25:0,carboxylic_acid:amine_primary,Glycyl-L-prolyl-L-prolylglycylglycine,25:0,carboxylic_acid:amine_primary,25(carboxylic_acid) > 0(amine_primary)
N[C@@H](CCC(O)=O)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,7.97,5:30:0,carboxylic_acid:carboxylic_acid:amine_primary,L-Glutamyl-L-prolyl-L-prolylglycylglycine,5:30:0,carboxylic_acid:carboxylic_acid:amine_primary,5(carboxylic_acid) > 30(carboxylic_acid) > 0(amine_primary)
N[C@@H](CCC(O)=O)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,4.2,5:30:0,carboxylic_acid:carboxylic_acid:amine_primary,L-Glutamyl-L-prolyl-L-prolylglycylglycine,5:30:0,carboxylic_acid:carboxylic_acid:amine_primary,5(carboxylic_acid) > 30(carboxylic_acid) > 0(amine_primary)
N[C@@H](CCC(O)=O)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,3.09,5:30:0,carboxylic_acid:carboxylic_acid:amine_primary,L-Glutamyl-L-prolyl-L-prolylglycylglycine,5:30:0,carboxylic_acid:carboxylic_acid:amine_primary,5(carboxylic_acid) > 30(carboxylic_acid) > 0(amine_primary)
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(=O)N2CCC[C@H]2C(=O)NCC(O)=O,10.24,30:0:17,carboxylic_acid:amine_primary:amine_primary,Glycyl-L-prolyl-L-lysyl-L-prolylglycine,30:0:17,carboxylic_acid:amine_primary:amine_primary,30(carboxylic_acid) > 0(amine_primary) > 17(amine_primary)
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(=O)N2CCC[C@H]2C(=O)NCC(O)=O,8.12,30:0:17,carboxylic_acid:amine_primary:amine_primary,Glycyl-L-prolyl-L-lysyl-L-prolylglycine,30:0:17,carboxylic_acid:amine_primary:amine_primary,30(carboxylic_acid) > 0(amine_primary) > 17(amine_primary)
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(=O)N2CCC[C@H]2C(=O)NCC(O)=O,3.41,30:0:17,carboxylic_acid:amine_primary:amine_primary,Glycyl-L-prolyl-L-lysyl-L-prolylglycine,30:0:17,carboxylic_acid:amine_primary:amine_primary,30(carboxylic_acid) > 0(amine_primary) > 17(amine_primary)
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,9.85,42:0:17,carboxylic_acid:amine_primary:amine_primary,L-Arginyl-L-prolyl-L-lysyl-L-prolyl-L-glutamine,42:0:17,carboxylic_acid:amine_primary:amine_primary,42(carboxylic_acid) > 0(amine_primary) > 17(amine_primary)
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,7.27,42:0:17,carboxylic_acid:amine_primary:amine_primary,L-Arginyl-L-prolyl-L-lysyl-L-prolyl-L-glutamine,42:0:17,carboxylic_acid:amine_primary:amine_primary,42(carboxylic_acid) > 0(amine_primary) > 17(amine_primary)
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,4.0,42:0:17,carboxylic_acid:amine_primary:amine_primary,L-Arginyl-L-prolyl-L-lysyl-L-prolyl-L-glutamine,42:0:17,carboxylic_acid:amine_primary:amine_primary,42(carboxylic_acid) > 0(amine_primary) > 17(amine_primary)
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N4CCC[C@H]4C(=O)NCC(O)=O,9.81,40:0:19,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosyl-L-prolyl-L-phenylalanyl-L-prolylglycine,40:0:19,carboxylic_acid:amine_primary:amine_secondary,40(carboxylic_acid) > 0(amine_primary) > 19(amine_secondary)
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N4CCC[C@H]4C(=O)NCC(O)=O,7.42,40:0:19,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosyl-L-prolyl-L-phenylalanyl-L-prolylglycine,40:0:19,carboxylic_acid:amine_primary:amine_secondary,40(carboxylic_acid) > 0(amine_primary) > 19(amine_secondary)
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N4CCC[C@H]4C(=O)NCC(O)=O,3.36,40:0:19,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosyl-L-prolyl-L-phenylalanyl-L-prolylglycine,40:0:19,carboxylic_acid:amine_primary:amine_secondary,40(carboxylic_acid) > 0(amine_primary) > 19(amine_secondary)
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccc(O)cc2)C(O)=O,9.59,38:28:5,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosylglycylglycyl-L-phenylalanyl-L-leucine (Leucine enkephalin),38:28:5,carboxylic_acid:amine_primary:amine_secondary,38(carboxylic_acid) > 28(amine_primary) > 5(amine_secondary)
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccc(O)cc2)C(O)=O,7.77,38:28:5,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosylglycylglycyl-L-phenylalanyl-L-leucine (Leucine enkephalin),38:28:5,carboxylic_acid:amine_primary:amine_secondary,38(carboxylic_acid) > 28(amine_primary) > 5(amine_secondary)
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccc(O)cc2)C(O)=O,3.52,38:28:5,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosylglycylglycyl-L-phenylalanyl-L-leucine (Leucine enkephalin),38:28:5,carboxylic_acid:amine_primary:amine_secondary,38(carboxylic_acid) > 28(amine_primary) > 5(amine_secondary)
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(O)=O,9.82,38:28:5,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosylglycylglycyl-L-phenylalanyl-L-methionine (Methionine enkephalin),38:28:5,carboxylic_acid:amine_primary:amine_secondary,38(carboxylic_acid) > 28(amine_primary) > 5(amine_secondary)
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(O)=O,7.44,38:28:5,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosylglycylglycyl-L-phenylalanyl-L-methionine (Methionine enkephalin),38:28:5,carboxylic_acid:amine_primary:amine_secondary,38(carboxylic_acid) > 28(amine_primary) > 5(amine_secondary)
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(O)=O,3.46,38:28:5,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosylglycylglycyl-L-phenylalanyl-L-methionine (Methionine enkephalin),38:28:5,carboxylic_acid:amine_primary:amine_secondary,38(carboxylic_acid) > 28(amine_primary) > 5(amine_secondary)
CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(O)=O,7.74,26:33:9,carboxylic_acid:carboxylic_acid:amine_primary,L-Valyl-L-leucyl-L-seryl-L-glutamylglycine,26:33:9,carboxylic_acid:carboxylic_acid:amine_primary,26(carboxylic_acid) > 33(carboxylic_acid) > 9(amine_primary)
CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(O)=O,4.49,26:33:9,carboxylic_acid:carboxylic_acid:amine_primary,L-Valyl-L-leucyl-L-seryl-L-glutamylglycine,26:33:9,carboxylic_acid:carboxylic_acid:amine_primary,26(carboxylic_acid) > 33(carboxylic_acid) > 9(amine_primary)
CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(O)=O,3.28,26:33:9,carboxylic_acid:carboxylic_acid:amine_primary,L-Valyl-L-leucyl-L-seryl-L-glutamylglycine,26:33:9,carboxylic_acid:carboxylic_acid:amine_primary,26(carboxylic_acid) > 33(carboxylic_acid) > 9(amine_primary)
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,10.24,28:2:11,carboxylic_acid:amine_primary:amine_primary,L-Alanyl-L-lysyl-L-alanyl-L-alanyl-L-alanine,28:2:11,carboxylic_acid:amine_primary:amine_primary,28(carboxylic_acid) > 2(amine_primary) > 11(amine_primary)
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,7.64,28:2:11,carboxylic_acid:amine_primary:amine_primary,L-Alanyl-L-lysyl-L-alanyl-L-alanyl-L-alanine,28:2:11,carboxylic_acid:amine_primary:amine_primary,28(carboxylic_acid) > 2(amine_primary) > 11(amine_primary)
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,3.42,28:2:11,carboxylic_acid:amine_primary:amine_primary,L-Alanyl-L-lysyl-L-alanyl-L-alanyl-L-alanine,28:2:11,carboxylic_acid:amine_primary:amine_primary,28(carboxylic_acid) > 2(amine_primary) > 11(amine_primary)
C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,10.18,28:2:11,carboxylic_acid:amine_primary:amine_primary,L-Alanyl-D-lysyl-L-alanyl-L-alanyl-L-alanine,28:2:11,carboxylic_acid:amine_primary:amine_primary,28(carboxylic_acid) > 2(amine_primary) > 11(amine_primary)
C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,7.74,28:2:11,carboxylic_acid:amine_primary:amine_primary,L-Alanyl-D-lysyl-L-alanyl-L-alanyl-L-alanine,28:2:11,carboxylic_acid:amine_primary:amine_primary,28(carboxylic_acid) > 2(amine_primary) > 11(amine_primary)
C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,3.19,28:2:11,carboxylic_acid:amine_primary:amine_primary,L-Alanyl-D-lysyl-L-alanyl-L-alanyl-L-alanine,28:2:11,carboxylic_acid:amine_primary:amine_primary,28(carboxylic_acid) > 2(amine_primary) > 11(amine_primary)
NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)NCC(O)=O,7.42,25:0:4,carboxylic_acid:amine_primary:amine_secondary,Glycylglycyl-L-histidylglycylglycine,25:0:4,carboxylic_acid:amine_primary:amine_secondary,25(carboxylic_acid) > 0(amine_primary) > 4(amine_secondary)
NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)NCC(O)=O,6.03,25:0:4,carboxylic_acid:amine_primary:amine_secondary,Glycylglycyl-L-histidylglycylglycine,25:0:4,carboxylic_acid:amine_primary:amine_secondary,25(carboxylic_acid) > 0(amine_primary) > 4(amine_secondary)
NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)NCC(O)=O,3.14,25:0:4,carboxylic_acid:amine_primary:amine_secondary,Glycylglycyl-L-histidylglycylglycine,25:0:4,carboxylic_acid:amine_primary:amine_secondary,25(carboxylic_acid) > 0(amine_primary) > 4(amine_secondary)
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,10.38,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,L-Arginyl-L-lysyl-L-aspartyl-L-valyl-L-tyrosine,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,10(carboxylic_acid) > 46(carboxylic_acid) > 20(amine_primary) > 25(amine_primary) > 31(amine_primary)
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,9.75,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,L-Arginyl-L-lysyl-L-aspartyl-L-valyl-L-tyrosine,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,10(carboxylic_acid) > 46(carboxylic_acid) > 20(amine_primary) > 25(amine_primary) > 31(amine_primary)
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,7.2,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,L-Arginyl-L-lysyl-L-aspartyl-L-valyl-L-tyrosine,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,10(carboxylic_acid) > 46(carboxylic_acid) > 20(amine_primary) > 25(amine_primary) > 31(amine_primary)
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,3.25,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,L-Arginyl-L-lysyl-L-aspartyl-L-valyl-L-tyrosine,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,10(carboxylic_acid) > 46(carboxylic_acid) > 20(amine_primary) > 25(amine_primary) > 31(amine_primary)
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,1.9,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,L-Arginyl-L-lysyl-L-aspartyl-L-valyl-L-tyrosine,10:46:20:25:31,carboxylic_acid:carboxylic_acid:amine_primary:amine_primary:amine_primary,10(carboxylic_acid) > 46(carboxylic_acid) > 20(amine_primary) > 25(amine_primary) > 31(amine_primary)
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,9.81,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)",21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,21(carboxylic_acid) > 28(carboxylic_acid) > 35(carboxylic_acid) > 38(carboxylic_acid) > 0(amine_primary) > 19(amine_primary)
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,9.16,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)",21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,21(carboxylic_acid) > 28(carboxylic_acid) > 35(carboxylic_acid) > 38(carboxylic_acid) > 0(amine_primary) > 19(amine_primary)
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,9.35,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)",21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,21(carboxylic_acid) > 28(carboxylic_acid) > 35(carboxylic_acid) > 38(carboxylic_acid) > 0(amine_primary) > 19(amine_primary)
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,8.85,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)",21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,21(carboxylic_acid) > 28(carboxylic_acid) > 35(carboxylic_acid) > 38(carboxylic_acid) > 0(amine_primary) > 19(amine_primary)
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,8.54,21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,"N,N-[N'',N''''-Di(L-5-glutamyl)-L-cystinyl]di(glycine) (Oxidized glutathione) (Glutathione disulfide)",21:28:35:38:0:19,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary:amine_primary,21(carboxylic_acid) > 28(carboxylic_acid) > 35(carboxylic_acid) > 38(carboxylic_acid) > 0(amine_primary) > 19(amine_primary)
