smiles,true_pka,pred_pka,rmse,true_cla,pred_cla,acc,prec,rec,f1,is_train,pka_matrix,func_mapping,func_mapping_pred
CCSC[P](O)(O)=O,"[1.7999999523162842, 7.059999942779541]","[1.6530364751815796, 6.493602752685547]",0.4137656569327646,"[[0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(5, 1.8), (6, 7.06)]","{'1.8': 'Phosphate', '7.06': 'Phosphate'}","{1.6530364751815796: 'Phosphate', 6.493602752685547: 'Phosphate'}"
OC(=O)CN(CCN[S](=O)(=O)c1ccccc1)CC(O)=O,"[2.0999999046325684, 7.820000171661377]","[2.3993093967437744, 7.507833957672119]",0.305805429546451,"[[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",0.9365079365079364,0.611111111111111,1.0,0.7222222222222222,True,"[(0, 2.1), (7, 7.82)]","{'2.1': 'COOH', '7.82': 'SecondaryAmine'}","{2.3993093967437744: 'COOH', 7.507833957672119: 'SecondaryAmine'}"
CCC1=C(O)C(=O)C=CO1,[8.550000190734863],[7.225607395172119],1.3243927967843434,"[[0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(4, 8.55)]",{'8.55': 'Phenol'},{7.225607395172119: 'Phenol'}
CCC(C)C(N)C(=O)OC,[7.539999961853027],[7.627610683441162],0.0876107209328285,"[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(5, 7.54)]",{'7.54': 'PrimaryAmine'},{7.627610683441162: 'PrimaryAmine'}
Oc1c(Br)cc(Br)c2cccnc12,[7.300000190734863],[6.62019157409668],0.6798086168087618,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 2.6), (0, 7.3)]","{'2.6': 'Phenol', '7.3': 'Phenol (guess)'}",{6.62019157409668: 'Phenol'}
CC(CO)(CO)C(O)=O,[4.420000076293945],[3.71504807472229],0.7049520068031783,"[[0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(7, 4.42)]",{'4.42': 'COOH'},{3.71504807472229: 'COOH'}
C[C@@H](NC(=O)[C@H](C)NC(=O)CN)C(O)=O,"[3.190000057220459, 8.0600004196167]","[3.0834734439849854, 7.8833136558532715]",0.1458871683877871,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(13, 3.19), (11, 8.06)]","{'3.19': 'COOH', '8.06': 'PrimaryAmine'}","{3.0834734439849854: 'COOH', 7.8833136558532715: 'PrimaryAmine'}"
OCCc1ccncc1,[5.679999828338623],[5.2832794189453125],0.396720402561275,"[[0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(6, 5.68)]",{'5.68': 'Pyridine'},{5.2832794189453125: 'Pyridine'}
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,"[4.0, 7.269999980926514, 9.850000381469727]","[3.204469919204712, 7.816328048706055, 10.172717094421387]",0.5875056327387473,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(42, 4.0), (0, 7.27), (17, 9.85)]","{'4.0': 'COOH', '7.27': 'PrimaryAmine', '9.85': 'PrimaryAmine'}","{3.204469919204712: 'COOH', 7.816328048706055: 'PrimaryAmine', 10.172717094421387: 'PrimaryAmine'}"
OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,"[2.1500000953674316, 6.633333206176758]","[1.9431418180465698, 6.2639689445495605]",0.2993495356534966,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",0.956989247311828,0.611111111111111,1.0,0.7222222222222222,True,"[(10, 2.15), (14, 6.633333333333333)]","{'2.15': 'PhosphonicAcid', '6.633333333333333': 'PhosphonicAcid'}","{1.9431418180465698: 'PhosphonicAcid', 6.2639689445495605: 'PhosphonicAcid'}"
CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,"[3.390000104904175, 7.409999847412109, 10.109999656677246]","[2.921663999557495, 7.781117916107178, 10.881327629089355]",0.5633276836922682,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(19, 3.39), (9, 7.41), (15, 10.11)]","{'3.39': 'COOH', '7.41': 'PrimaryAmine', '10.11': 'Phenol'}","{2.921663999557495: 'COOH', 7.781117916107178: 'PrimaryAmine', 10.881327629089355: 'Phenol'}"
NCCCC(O)=O,"[4.019999980926514, 10.350000381469727]","[2.9282901287078857, 10.20241641998291]",0.778977330981019,"[[1, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(5, 4.02), (0, 10.35)]","{'4.02': 'COOH', '10.35': 'PrimaryAmine'}","{2.9282901287078857: 'COOH', 10.20241641998291: 'PrimaryAmine'}"
C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC(O)=O)C(O)=O,"[3.069999933242798, 3.5999999046325684, 7.690000057220459]","[2.5758249759674072, 3.9337708950042725, 8.6099271774292]",0.6329502379667915,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(19, 3.07), (22, 3.6), (16, 7.69)]","{'3.07': 'COOH', '3.6': 'COOH', '7.69': 'PrimaryAmine'}","{2.5758249759674072: 'COOH', 3.9337708950042725: 'COOH', 8.6099271774292: 'PrimaryAmine'}"
C[C@]1(CCC(=O)N1)C(O)=O,[3.140000104904175],[3.2239444255828857],0.0839443194435779,"[[0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(8, 3.14)]",{'3.14': 'COOH'},{3.2239444255828857: 'COOH'}
OC(=O)CC[Se]CCC(O)=O,"[3.940000057220459, 4.699999809265137]","[3.5771913528442383, 4.595836162567139]",0.2669084340845718,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 3.94), (9, 4.7)]","{'3.94': 'COOH', '4.7': 'COOH'}","{3.5771913528442383: 'COOH', 4.595836162567139: 'COOH'}"
CC(=O)NC(Cc1ccc(O)cc1)C(O)=O,[9.880000114440918],[7.984419345855713],1.8955807639877265,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]]",0.9375,0.25,1.0,0.3333333333333333,True,"[(10, 9.88)]",{'9.88': 'Phenol'},{7.984419345855713: 'Phenol'}
CC(=O)CCC(O)=O,[4.5],[3.9180655479431152],0.5819344408055039,"[[0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(6, 4.5)]",{'4.5': 'COOH'},{3.9180655479431152: 'COOH'}
OC(=O)C(=O)Cc1ccccc1,[2.3299999237060547],[2.9602930545806885],0.6302931284540049,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 2.33)]",{'2.33': 'COOH'},{2.9602930545806885: 'COOH'}
OC(=O)c1ccc(C(O)=O)c(c1)C(O)=O,"[2.4200000762939453, 3.7100000381469727, 5.010000228881836]","[2.814181327819824, 3.4732959270477295, 5.037634372711182]",0.2659394422610369,"[[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 2.42), (8, 3.71), (13, 5.01)]","{'2.42': 'COOH', '3.71': 'COOH', '5.01': 'COOH'}","{2.814181327819824: 'COOH', 3.4732959270477295: 'COOH', 5.037634372711182: 'COOH'}"
CCCC[C@H](N)C(O)=O,"[2.309999942779541, 9.680000305175781]","[2.455873727798462, 9.575520515441895]",0.1268762942891743,"[[0, 0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(7, 2.31), (5, 9.68)]","{'2.31': 'COOH', '9.68': 'PrimaryAmine'}","{2.455873727798462: 'COOH', 9.575520515441895: 'PrimaryAmine'}"
C[C@@H](O)[C@H](N)C(O)=O,"[2.200000047683716, 8.9399995803833]","[2.1648643016815186, 8.979935646057129]",0.0376125652923727,"[[0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(6, 2.2), (4, 8.94)]","{'2.2': 'COOH', '8.94': 'PrimaryAmine'}","{2.1648643016815186: 'COOH', 8.979935646057129: 'PrimaryAmine'}"
COC(=O)C(N)C(C)C,[7.480000019073486],[7.6192240715026855],0.1392240544902337,"[[0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(5, 7.48)]",{'7.48': 'PrimaryAmine'},{7.6192240715026855: 'PrimaryAmine'}
CCC(N)C(O)=O,"[2.299999952316284, 9.630000114440918]","[2.263753652572632, 9.960162162780762]",0.2348624802415159,"[[0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 1, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(5, 2.3), (3, 9.63)]","{'2.3': 'COOH', '9.63': 'PrimaryAmine'}","{2.263753652572632: 'COOH', 9.960162162780762: 'PrimaryAmine'}"
N[C@@H](Cc1ccc(O)cc1)C(O)=O,"[2.240000009536743, 9.039999961853027, 10.100000381469727]","[1.978402018547058, 7.982622146606445, 10.664407730102539]",0.7082930628230963,"[[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(11, 2.24), (7, 9.04), (0, 10.1)]","{'2.24': 'COOH', '9.04': 'Phenol', '10.1': 'PrimaryAmine'}","{1.978402018547058: 'COOH', 7.982622146606445: 'Phenol', 10.664407730102539: 'PrimaryAmine'}"
OC(=O)CI,[2.9800000190734863],[3.312230348587036],0.3322303287353177,"[[1, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0], [0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 2.98)]",{'2.98': 'COOH'},{3.312230348587036: 'COOH'}
N[C@@H](Cc1ccccc1)C(O)=O,"[2.180000066757202, 9.09000015258789]","[2.279937505722046, 8.609635353088379]",0.3469422326786516,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(10, 2.18), (0, 9.09)]","{'2.18': 'COOH', '9.09': 'PrimaryAmine'}","{2.279937505722046: 'COOH', 8.609635353088379: 'PrimaryAmine'}"
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc3ccccc3)C(O)=O,"[3.5199999809265137, 7.130000114440918]","[3.1877171993255615, 7.270308971405029]",0.2550474636232576,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(32, 3.52), (0, 7.13)]","{'3.52': 'COOH', '7.13': 'PrimaryAmine'}","{3.1877171993255615: 'COOH', 7.270308971405029: 'PrimaryAmine'}"
C[Se]c1cccc2cccnc12,[3.1500000953674316],[3.404343843460083],0.2543437416497545,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(10, 3.15)]",{'3.15': 'Pyridine'},{3.404343843460083: 'Pyridine'}
Oc1ccc(c2cccnc12)[S](O)(=O)=O,"[3.9000000953674316, 8.369999885559082]","[2.6955251693725586, 7.80840539932251]",0.9397202585826082,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",0.977777777777778,0.8888888888888888,1.0,0.9333333333333332,True,"[(9, 3.9), (0, 8.37)]","{'3.9': 'Pyridine', '8.37': 'Phenol'}","{2.6955251693725586: 'Pyridine', 7.80840539932251: 'Phenol'}"
NCCCc1ccccn1,"[4.980000019073486, 10.100000381469727]","[5.500346660614014, 9.730545997619629]",0.4512522407063992,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(9, 4.98), (0, 10.1)]","{'4.98': 'Pyridine', '10.1': 'PrimaryAmine'}","{5.500346660614014: 'Pyridine', 9.730545997619629: 'PrimaryAmine'}"
Cc1[nH]ccn1,[7.900000095367432],[6.173399448394775],1.7266006810726369,"[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(5, 7.9)]",{'7.9': 'Imidazole'},{6.173399448394775: 'Imidazole'}
OC(=O)c1ccccn1,"[0.949999988079071, 5.210000038146973]","[1.7508195638656616, 4.824976444244385]",0.6283132944613353,"[[1, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(0, 0.95), (8, 5.21)]","{'0.95': 'COOH', '5.21': 'Pyridine'}","{1.7508195638656616: 'COOH', 4.824976444244385: 'Pyridine'}"
C[N+](C)(C)CCS,[7.880000114440918],[7.4878830909729],0.3921170159944689,"[[0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0]]",1.0,1.0,1.0,1.0,True,"[(6, 7.88)]",{'7.88': 'Thiol'},{7.4878830909729: 'Thiol'}
